County,Average Annual Count,State,Cancer,Race/Ethnicity,Sex,Age,"Age-Adjusted Incidence Rate cases per 100,000"
Litchfield County  7,38,Connecticut,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,578.2 
New London County  7,75,Connecticut,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,489.9 
New Haven County  7,429,Connecticut,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,447.7 
Hartford County  7,467,Connecticut,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,431.9 
Fairfield County  7,520,Connecticut,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,409.0 
Middlesex County  7,25,Connecticut,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,391.7 
Windham County  7,28,Connecticut,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,370.2 
Kent County  6,825,Delaware,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,522.6 
New Castle County  6,2317,Delaware,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,484.4 
Sussex County  6,1549,Delaware,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,465.2 
Kent County  6,226,Delaware,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,482.3 
New Castle County  6,651,Delaware,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,459.3 
Sussex County  6,132,Delaware,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,442.4 
District of Columbia  6,922,District of Columbia,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,351.1 
District of Columbia  6,113,District of Columbia,All Cancer Sites,  White Hispanic,All Sexes,All Ages,305.7 
District of Columbia  6,809,District of Columbia,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,357.7 
District of Columbia  6,1761,District of Columbia,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,457.7 
District of Columbia  6,4,District of Columbia,All Cancer Sites,Amer. Indian / AK Native (includes Hispanic),All Sexes,All Ages,107.8 
District of Columbia  6,65,District of Columbia,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,292.8 
District of Columbia  6,137,District of Columbia,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,291.1 
Union County  6,144,Florida,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,"1,008.5 "
Nassau County  6,615,Florida,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,554.6 
Hernando County  6,1568,Florida,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,531.5 
Duval County  6,3733,Florida,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,526.1 
Citrus County  6,1446,Florida,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,519.1 
Marion County  6,2792,Florida,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,517.3 
Clay County  6,1092,Florida,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,513.3 
Lake County  6,2605,Florida,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,512.4 
Pasco County  6,3575,Florida,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,500.7 
Dixie County  6,121,Florida,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,497.9 
Polk County  6,3926,Florida,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,497.0 
Brevard County  6,4051,Florida,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,496.2 
Escambia County  6,1461,Florida,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,495.0 
Bay County  6,1011,Florida,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,494.8 
Bradford County  6,144,Florida,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,490.0 
Columbia County  6,379,Florida,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,489.5 
Putnam County  6,469,Florida,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,489.0 
Flagler County  6,833,Florida,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,488.8 
Levy County  6,283,Florida,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,487.1 
Suwannee County  6,273,Florida,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,485.7 
St. Johns County  6,1458,Florida,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,485.5 
Indian River County  6,1302,Florida,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,484.2 
Volusia County  6,3668,Florida,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,480.8 
Calhoun County  6,79,Florida,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,474.7 
Hillsborough County  6,5937,Florida,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,473.1 
Santa Rosa County  6,896,Florida,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,473.0 
Pinellas County  6,6526,Florida,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,469.9 
Okeechobee County  6,237,Florida,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,460.4 
Sarasota County  6,3742,Florida,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,458.5 
Gulf County  6,89,Florida,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,453.5 
Alachua County  6,954,Florida,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,453.3 
Gilchrist County  6,100,Florida,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,450.3 
Martin County  6,1236,Florida,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,450.2 
Broward County  6,7811,Florida,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,449.4 
Osceola County  6,1318,Florida,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,448.8 
Charlotte County  6,1622,Florida,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,448.4 
Wakulla County  6,148,Florida,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,448.2 
Seminole County  6,2057,Florida,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,448.0 
Highlands County  6,800,Florida,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,445.5 
St. Lucie County  6,1749,Florida,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,445.2 
Hardee County  6,126,Florida,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,445.0 
Sumter County  6,1420,Florida,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,445.0 
Baker County  6,119,Florida,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,442.5 
Okaloosa County  6,921,Florida,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,437.7 
Palm Beach County  6,8318,Florida,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,435.9 
Gadsden County  6,128,Florida,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,435.5 
Lafayette County  6,40,Florida,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,434.8 
Taylor County  6,109,Florida,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,432.8 
Hamilton County  6,56,Florida,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,432.0 
Franklin County  6,69,Florida,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,429.9 
Orange County  6,4079,Florida,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,424.0 
Manatee County  6,2457,Florida,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,423.2 
Lee County  6,4715,Florida,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,416.8 
Miami-Dade County  6,11068,Florida,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,416.0 
Monroe County  6,458,Florida,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,407.8 
Leon County  6,812,Florida,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,393.9 
Walton County  6,341,Florida,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,393.0 
DeSoto County  6,179,Florida,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,391.6 
Washington County  6,109,Florida,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,391.4 
Liberty County  6,30,Florida,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,382.9 
Collier County  6,2383,Florida,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,380.3 
Jefferson County  6,58,Florida,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,377.6 
Hendry County  6,130,Florida,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,363.9 
Jackson County  6,167,Florida,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,336.0 
Glades County  6,64,Florida,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,321.9 
Madison County  6,55,Florida,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,314.1 
Holmes County  6,74,Florida,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,294.9 
Union County  6,10,Florida,All Cancer Sites,  White Hispanic,All Sexes,All Ages,"1,359.6 "
Sumter County  6,31,Florida,All Cancer Sites,  White Hispanic,All Sexes,All Ages,440.5 
Hernando County  6,98,Florida,All Cancer Sites,  White Hispanic,All Sexes,All Ages,407.0 
Marion County  6,160,Florida,All Cancer Sites,  White Hispanic,All Sexes,All Ages,405.6 
Lake County  6,153,Florida,All Cancer Sites,  White Hispanic,All Sexes,All Ages,400.2 
Clay County  6,46,Florida,All Cancer Sites,  White Hispanic,All Sexes,All Ages,393.6 
Miami-Dade County  6,8518,Florida,All Cancer Sites,  White Hispanic,All Sexes,All Ages,393.5 
Indian River County  6,56,Florida,All Cancer Sites,  White Hispanic,All Sexes,All Ages,393.5 
Flagler County  6,47,Florida,All Cancer Sites,  White Hispanic,All Sexes,All Ages,392.2 
Hillsborough County  6,1176,Florida,All Cancer Sites,  White Hispanic,All Sexes,All Ages,387.8 
Polk County  6,361,Florida,All Cancer Sites,  White Hispanic,All Sexes,All Ages,386.7 
St. Johns County  6,47,Florida,All Cancer Sites,  White Hispanic,All Sexes,All Ages,381.5 
Pasco County  6,219,Florida,All Cancer Sites,  White Hispanic,All Sexes,All Ages,377.4 
Broward County  6,1882,Florida,All Cancer Sites,  White Hispanic,All Sexes,All Ages,372.5 
Brevard County  6,192,Florida,All Cancer Sites,  White Hispanic,All Sexes,All Ages,371.8 
Volusia County  6,225,Florida,All Cancer Sites,  White Hispanic,All Sexes,All Ages,367.8 
Martin County  6,47,Florida,All Cancer Sites,  White Hispanic,All Sexes,All Ages,365.3 
Putnam County  6,16,Florida,All Cancer Sites,  White Hispanic,All Sexes,All Ages,365.1 
Nassau County  6,7,Florida,All Cancer Sites,  White Hispanic,All Sexes,All Ages,361.2 
Okaloosa County  6,30,Florida,All Cancer Sites,  White Hispanic,All Sexes,All Ages,359.7 
Sarasota County  6,112,Florida,All Cancer Sites,  White Hispanic,All Sexes,All Ages,352.9 
Lee County  6,372,Florida,All Cancer Sites,  White Hispanic,All Sexes,All Ages,352.2 
Hardee County  6,22,Florida,All Cancer Sites,  White Hispanic,All Sexes,All Ages,349.4 
Orange County  6,1048,Florida,All Cancer Sites,  White Hispanic,All Sexes,All Ages,348.7 
Duval County  6,180,Florida,All Cancer Sites,  White Hispanic,All Sexes,All Ages,347.9 
Seminole County  6,253,Florida,All Cancer Sites,  White Hispanic,All Sexes,All Ages,346.1 
Osceola County  6,469,Florida,All Cancer Sites,  White Hispanic,All Sexes,All Ages,340.6 
Suwannee County  6,9,Florida,All Cancer Sites,  White Hispanic,All Sexes,All Ages,332.0 
Pinellas County  6,242,Florida,All Cancer Sites,  White Hispanic,All Sexes,All Ages,330.3 
Palm Beach County  6,857,Florida,All Cancer Sites,  White Hispanic,All Sexes,All Ages,328.5 
Citrus County  6,30,Florida,All Cancer Sites,  White Hispanic,All Sexes,All Ages,319.0 
Highlands County  6,58,Florida,All Cancer Sites,  White Hispanic,All Sexes,All Ages,318.4 
Monroe County  6,59,Florida,All Cancer Sites,  White Hispanic,All Sexes,All Ages,318.2 
Manatee County  6,113,Florida,All Cancer Sites,  White Hispanic,All Sexes,All Ages,313.0 
St. Lucie County  6,140,Florida,All Cancer Sites,  White Hispanic,All Sexes,All Ages,306.8 
Levy County  6,8,Florida,All Cancer Sites,  White Hispanic,All Sexes,All Ages,302.8 
Collier County  6,219,Florida,All Cancer Sites,  White Hispanic,All Sexes,All Ages,299.4 
Okeechobee County  6,17,Florida,All Cancer Sites,  White Hispanic,All Sexes,All Ages,298.0 
Charlotte County  6,37,Florida,All Cancer Sites,  White Hispanic,All Sexes,All Ages,293.7 
Alachua County  6,40,Florida,All Cancer Sites,  White Hispanic,All Sexes,All Ages,293.3 
Leon County  6,22,Florida,All Cancer Sites,  White Hispanic,All Sexes,All Ages,257.9 
Walton County  6,6,Florida,All Cancer Sites,  White Hispanic,All Sexes,All Ages,257.1 
Hendry County  6,35,Florida,All Cancer Sites,  White Hispanic,All Sexes,All Ages,248.7 
Bay County  6,15,Florida,All Cancer Sites,  White Hispanic,All Sexes,All Ages,236.9 
Columbia County  6,7,Florida,All Cancer Sites,  White Hispanic,All Sexes,All Ages,236.8 
Gadsden County  6,7,Florida,All Cancer Sites,  White Hispanic,All Sexes,All Ages,231.2 
DeSoto County  6,14,Florida,All Cancer Sites,  White Hispanic,All Sexes,All Ages,230.5 
Glades County  6,4,Florida,All Cancer Sites,  White Hispanic,All Sexes,All Ages,215.3 
Escambia County  6,18,Florida,All Cancer Sites,  White Hispanic,All Sexes,All Ages,204.7 
Santa Rosa County  6,9,Florida,All Cancer Sites,  White Hispanic,All Sexes,All Ages,172.1 
Union County  6,134,Florida,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,994.6 
Nassau County  6,607,Florida,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,560.0 
Hernando County  6,1470,Florida,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,544.7 
Osceola County  6,848,Florida,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,543.6 
Duval County  6,3553,Florida,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,541.7 
Marion County  6,2632,Florida,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,529.7 
Citrus County  6,1416,Florida,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,528.5 
Lake County  6,2452,Florida,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,526.0 
Clay County  6,1046,Florida,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,522.4 
Miami-Dade County  6,2550,Florida,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,518.9 
Polk County  6,3565,Florida,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,516.7 
Pasco County  6,3356,Florida,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,515.2 
Brevard County  6,3859,Florida,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,506.5 
Escambia County  6,1443,Florida,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,506.2 
Dixie County  6,120,Florida,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,505.0 
Bay County  6,996,Florida,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,504.5 
Columbia County  6,372,Florida,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,501.8 
Hillsborough County  6,4761,Florida,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,500.2 
Bradford County  6,143,Florida,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,499.6 
Levy County  6,275,Florida,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,498.3 
Putnam County  6,453,Florida,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,497.4 
Indian River County  6,1246,Florida,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,497.1 
Flagler County  6,785,Florida,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,497.0 
Volusia County  6,3443,Florida,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,492.0 
St. Johns County  6,1411,Florida,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,491.6 
Okeechobee County  6,221,Florida,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,490.8 
Suwannee County  6,264,Florida,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,489.7 
Broward County  6,5930,Florida,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,484.5 
Santa Rosa County  6,886,Florida,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,482.7 
Calhoun County  6,79,Florida,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,482.7 
Hardee County  6,103,Florida,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,482.5 
Pinellas County  6,6284,Florida,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,479.6 
St. Lucie County  6,1609,Florida,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,470.4 
Seminole County  6,1804,Florida,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,468.3 
Sarasota County  6,3630,Florida,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,467.6 
Highlands County  6,742,Florida,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,467.6 
Alachua County  6,914,Florida,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,465.5 
Gulf County  6,88,Florida,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,464.8 
Martin County  6,1190,Florida,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,460.7 
Palm Beach County  6,7461,Florida,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,460.7 
Orange County  6,3031,Florida,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,458.0 
Charlotte County  6,1586,Florida,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,457.9 
Gilchrist County  6,98,Florida,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,455.8 
Wakulla County  6,146,Florida,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,452.5 
Gadsden County  6,122,Florida,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,452.0 
Lafayette County  6,39,Florida,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,448.8 
Sumter County  6,1390,Florida,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,447.9 
Baker County  6,119,Florida,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,447.7 
Okaloosa County  6,892,Florida,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,441.9 
Hendry County  6,94,Florida,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,441.7 
