average_annual_count,recent_trend,primary_state_name,cancer,race_ethnicity,sex,age,age_adjusted_rate,five_year_trend_rates,county_state,index_of_medical_underservice_score,popestimate2015,popestimate2016,popestimate2017,popestimate2018,popestimate2019,abbrv,median_household_income_2015,median_household_income_2016,median_household_income_2017,median_household_income_2018,median_household_income_2019
87,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,197.4 ",-0.5 ,"Starke County, IN",53.0,22860,23019,22935,22951,22995,IN,48106,46602,46940,49972,54001
20,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,86.3 ,-0.4 ,"Cass County, IN",57.0,38081,37905,37828,37895,37689,IN,45575,46287,47727,48598,51777
179,falling,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,237.2 ",-1.9 ,"Cass County, IN",57.0,38081,37905,37828,37895,37689,IN,45575,46287,47727,48598,51777
86,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,208.2 ,-0.6 ,"Cass County, IN",57.0,38081,37905,37828,37895,37689,IN,45575,46287,47727,48598,51777
113,falling,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,751.1 ",-2.4 ,"Cass County, IN",57.0,38081,37905,37828,37895,37689,IN,45575,46287,47727,48598,51777
23,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,85.9 ,-1.3 ,"Marshall County, IN",58.0,46733,46586,46433,46296,46258,IN,49714,53767,53387,55766,53695
213,falling,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,225.2 ",-1.4 ,"Marshall County, IN",58.0,46733,46586,46433,46296,46258,IN,49714,53767,53387,55766,53695
93,falling,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,188.4 ,-1.5 ,"Marshall County, IN",58.0,46733,46586,46433,46296,46258,IN,49714,53767,53387,55766,53695
143,falling,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,863.1 ",-1.4 ,"Marshall County, IN",58.0,46733,46586,46433,46296,46258,IN,49714,53767,53387,55766,53695
9,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,80.7 ,-1.8 ,"Fulton County, IN",58.0,20340,20118,19995,20053,19974,IN,51660,46662,51088,52798,55011
105,falling,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,295.4 ",-1.7 ,"Fulton County, IN",58.0,20340,20118,19995,20053,19974,IN,51660,46662,51088,52798,55011
44,falling,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,201.4 ,-1.7 ,"Fulton County, IN",58.0,20340,20118,19995,20053,19974,IN,51660,46662,51088,52798,55011
70,falling,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,902.7 ",-1.8 ,"Fulton County, IN",58.0,20340,20118,19995,20053,19974,IN,51660,46662,51088,52798,55011
62,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,79.4 ,-1.3 ,"Monroe County, IN",64.0,144247,145757,146638,147230,148431,IN,45341,44442,49180,48883,53113
519,falling,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,320.3 ",-1.3 ,"Monroe County, IN",64.0,144247,145757,146638,147230,148431,IN,45341,44442,49180,48883,53113
247,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,201.9 ,-1.0 ,"Monroe County, IN",64.0,144247,145757,146638,147230,148431,IN,45341,44442,49180,48883,53113
334,falling,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,942.6 ",-1.6 ,"Monroe County, IN",64.0,144247,145757,146638,147230,148431,IN,45341,44442,49180,48883,53113
5,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,77.4 ,-2.6 ,"Switzerland County, IN",52.0,10614,10641,10686,10731,10751,IN,46344,45337,47478,47713,52482
48,falling,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,202.8 ",-2.0 ,"Switzerland County, IN",52.0,10614,10641,10686,10731,10751,IN,46344,45337,47478,47713,52482
23,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,193.3 ,-2.3 ,"Switzerland County, IN",52.0,10614,10641,10686,10731,10751,IN,46344,45337,47478,47713,52482
30,falling,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,728.5 ",-1.9 ,"Switzerland County, IN",52.0,10614,10641,10686,10731,10751,IN,46344,45337,47478,47713,52482
4,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,75.8 ,25.4 ,"Martin County, IN",57.0,10216,10190,10181,10219,10255,IN,47717,51008,50203,55444,56735
58,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,371.4 ",-0.7 ,"Martin County, IN",57.0,10216,10190,10181,10219,10255,IN,47717,51008,50203,55444,56735
25,rising,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,210.5 ,11.6 ,"Martin County, IN",57.0,10216,10190,10181,10219,10255,IN,47717,51008,50203,55444,56735
37,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,969.4 ",-0.8 ,"Martin County, IN",57.0,10216,10190,10181,10219,10255,IN,47717,51008,50203,55444,56735
4,*,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,74.1 ,*,"Warren County, IN",64.0,8270,8165,8204,8280,8265,IN,57768,55466,58045,60596,64109
54,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,532.5 ",-0.2 ,"Warren County, IN",64.0,8270,8165,8204,8280,8265,IN,57768,55466,58045,60596,64109
21,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,211.2 ,-1.2 ,"Warren County, IN",64.0,8270,8165,8204,8280,8265,IN,57768,55466,58045,60596,64109
37,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,307.5 ",-0.2 ,"Warren County, IN",64.0,8270,8165,8204,8280,8265,IN,57768,55466,58045,60596,64109
8,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,71.9 ,-1.8 ,"Perry County, IN",61.0,19310,18978,18978,19077,19169,IN,47192,48905,50670,52332,53908
98,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,304.1 ",-0.6 ,"Perry County, IN",61.0,19310,18978,18978,19077,19169,IN,47192,48905,50670,52332,53908
46,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,210.9 ,-0.1 ,"Perry County, IN",61.0,19310,18978,18978,19077,19169,IN,47192,48905,50670,52332,53908
59,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,797.7 ",-1.1 ,"Perry County, IN",61.0,19310,18978,18978,19077,19169,IN,47192,48905,50670,52332,53908
33,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,223.5 ",-1.6 ,"Ohio County, IN",55.0,5877,5885,5854,5879,5875,IN,53177,54422,56915,58022,58294
17,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,224.7 ,-0.5 ,"Ohio County, IN",55.0,5877,5885,5854,5879,5875,IN,53177,54422,56915,58022,58294
19,falling,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,553.5 ",-3.2 ,"Ohio County, IN",55.0,5877,5885,5854,5879,5875,IN,53177,54422,56915,58022,58294
9,rising,Iowa,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,201.7 ,3.5 ,"Palo Alto County, IA",55.0,9140,9034,9052,8903,8886,IA,48992,50642,52311,55322,55074
74,stable,Iowa,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,864.6 ",0.2 ,"Palo Alto County, IA",55.0,9140,9034,9052,8903,8886,IA,48992,50642,52311,55322,55074
34,rising,Iowa,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,376.3 ,2.0 ,"Palo Alto County, IA",55.0,9140,9034,9052,8903,8886,IA,48992,50642,52311,55322,55074
49,stable,Iowa,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,631.1 ",-0.1 ,"Palo Alto County, IA",55.0,9140,9034,9052,8903,8886,IA,48992,50642,52311,55322,55074
16,rising,Iowa,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,160.3 ,1.5 ,"Tama County, IA",54.0,17217,17192,17029,16869,16854,IA,59226,50468,52685,56954,56281
108,stable,Iowa,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,485.4 ",0.0 ,"Tama County, IA",54.0,17217,17192,17029,16869,16854,IA,59226,50468,52685,56954,56281
51,rising,Iowa,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,281.9 ,0.8 ,"Tama County, IA",54.0,17217,17192,17029,16869,16854,IA,59226,50468,52685,56954,56281
73,stable,Iowa,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,217.2 ",-0.2 ,"Tama County, IA",54.0,17217,17192,17029,16869,16854,IA,59226,50468,52685,56954,56281
8,rising,Iowa,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,157.5 ,2.4 ,"Keokuk County, IA",56.0,10171,10170,10141,10213,10246,IA,50054,49898,50980,52122,54937
61,stable,Iowa,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,328.8 ",-0.5 ,"Keokuk County, IA",56.0,10171,10170,10141,10213,10246,IA,50054,49898,50980,52122,54937
29,rising,Iowa,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,269.5 ,1.3 ,"Keokuk County, IA",56.0,10171,10170,10141,10213,10246,IA,50054,49898,50980,52122,54937
40,falling,Iowa,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,944.6 ",-1.0 ,"Keokuk County, IA",56.0,10171,10170,10141,10213,10246,IA,50054,49898,50980,52122,54937
8,rising,Iowa,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,155.6 ,3.1 ,"Calhoun County, IA",,9801,9811,9729,9711,9668,IA,49206,50767,51754,54865,57007
67,stable,Iowa,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,490.0 ",0.4 ,"Calhoun County, IA",,9801,9811,9729,9711,9668,IA,49206,50767,51754,54865,57007
31,rising,Iowa,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,305.6 ,1.7 ,"Calhoun County, IA",,9801,9811,9729,9711,9668,IA,49206,50767,51754,54865,57007
43,stable,Iowa,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,036.7 ",0.1 ,"Calhoun County, IA",,9801,9811,9729,9711,9668,IA,49206,50767,51754,54865,57007
8,rising,Iowa,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,155.0 ,2.3 ,"Franklin County, IA",59.0,10319,10177,10160,10085,10070,IA,52975,52860,53157,59367,55847
70,rising,Iowa,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,524.7 ",0.8 ,"Franklin County, IA",59.0,10319,10177,10160,10085,10070,IA,52975,52860,53157,59367,55847
32,rising,Iowa,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,290.6 ,1.4 ,"Franklin County, IA",59.0,10319,10177,10160,10085,10070,IA,52975,52860,53157,59367,55847
47,rising,Iowa,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,212.4 ",0.8 ,"Franklin County, IA",59.0,10319,10177,10160,10085,10070,IA,52975,52860,53157,59367,55847
6,stable,Iowa,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,149.7 ,1.5 ,"Decatur County, IA",60.0,8137,8053,7947,7890,7870,IA,39424,36808,41843,41101,44873
48,stable,Iowa,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,489.5 ",0.3 ,"Decatur County, IA",60.0,8137,8053,7947,7890,7870,IA,39424,36808,41843,41101,44873
17,stable,Iowa,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,249.8 ,0.5 ,"Decatur County, IA",60.0,8137,8053,7947,7890,7870,IA,39424,36808,41843,41101,44873
36,stable,Iowa,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,387.4 ",0.4 ,"Decatur County, IA",60.0,8137,8053,7947,7890,7870,IA,39424,36808,41843,41101,44873
5,*,Iowa,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,145.9 ,*,"Taylor County, IA",48.0,6246,6213,6095,6160,6121,IA,46466,50695,47383,47781,51510
36,stable,Iowa,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,284.3 ",0.1 ,"Taylor County, IA",48.0,6246,6213,6095,6160,6121,IA,46466,50695,47383,47781,51510
16,stable,Iowa,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,258.7 ,0.9 ,"Taylor County, IA",48.0,6246,6213,6095,6160,6121,IA,46466,50695,47383,47781,51510
25,stable,Iowa,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,855.4 ",-0.5 ,"Taylor County, IA",48.0,6246,6213,6095,6160,6121,IA,46466,50695,47383,47781,51510
15,rising,Iowa,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,144.9 ,2.6 ,"Jackson County, IA",,19366,19393,19382,19427,19439,IA,49956,49769,53539,54663,57687
121,stable,Iowa,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,433.7 ",-0.1 ,"Jackson County, IA",,19366,19393,19382,19427,19439,IA,49956,49769,53539,54663,57687
55,stable,Iowa,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,265.1 ,0.8 ,"Jackson County, IA",,19366,19393,19382,19427,19439,IA,49956,49769,53539,54663,57687
82,stable,Iowa,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,131.9 ",-0.1 ,"Jackson County, IA",,19366,19393,19382,19427,19439,IA,49956,49769,53539,54663,57687
8,stable,Iowa,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,144.5 ,1.4 ,"Clarke County, IA",57.0,9219,9288,9396,9502,9395,IA,49424,47753,49889,52541,57708
54,stable,Iowa,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,494.4 ",0.5 ,"Clarke County, IA",57.0,9219,9288,9396,9502,9395,IA,49424,47753,49889,52541,57708
25,stable,Iowa,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,266.2 ,0.7 ,"Clarke County, IA",57.0,9219,9288,9396,9502,9395,IA,49424,47753,49889,52541,57708
37,stable,Iowa,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,254.9 ",0.7 ,"Clarke County, IA",57.0,9219,9288,9396,9502,9395,IA,49424,47753,49889,52541,57708
20,rising,Iowa,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,143.9 ,2.3 ,"Plymouth County, IA",58.5,24899,25180,25060,25024,25177,IA,61929,66070,67056,66360,69165
140,falling,Iowa,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,396.7 ",-0.4 ,"Plymouth County, IA",58.5,24899,25180,25060,25024,25177,IA,61929,66070,67056,66360,69165
67,rising,Iowa,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,261.6 ,0.7 ,"Plymouth County, IA",58.5,24899,25180,25060,25024,25177,IA,61929,66070,67056,66360,69165
94,falling,Iowa,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,069.7 ",-0.6 ,"Plymouth County, IA",58.5,24899,25180,25060,25024,25177,IA,61929,66070,67056,66360,69165
11,rising,Iowa,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,141.4 ,2.5 ,"Butler County, IA",59.75,14881,14702,14592,14525,14439,IA,54947,54970,58386,57971,57080
101,stable,Iowa,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,510.9 ",-0.4 ,"Butler County, IA",59.75,14881,14702,14592,14525,14439,IA,54947,54970,58386,57971,57080
43,rising,Iowa,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,275.7 ,2.4 ,"Butler County, IA",59.75,14881,14702,14592,14525,14439,IA,54947,54970,58386,57971,57080
69,stable,Iowa,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,207.9 ",-0.5 ,"Butler County, IA",59.75,14881,14702,14592,14525,14439,IA,54947,54970,58386,57971,57080
12,rising,Iowa,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,139.3 ,2.4 ,"Floyd County, IA",,15910,15857,15767,15752,15642,IA,49111,49771,51901,53811,55369
109,stable,Iowa,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,547.4 ",-0.1 ,"Floyd County, IA",,15910,15857,15767,15752,15642,IA,49111,49771,51901,53811,55369
44,stable,Iowa,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,271.0 ,0.7 ,"Floyd County, IA",,15910,15857,15767,15752,15642,IA,49111,49771,51901,53811,55369
77,stable,Iowa,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,307.8 ",0.0 ,"Floyd County, IA",,15910,15857,15767,15752,15642,IA,49111,49771,51901,53811,55369
13,rising,Iowa,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,139.2 ,2.2 ,"Delaware County, IA",44.5,17393,17288,17143,17081,17011,IA,59260,56747,60458,61342,70091
106,stable,Iowa,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,483.7 ",0.1 ,"Delaware County, IA",44.5,17393,17288,17143,17081,17011,IA,59260,56747,60458,61342,70091
49,rising,Iowa,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,260.6 ,1.2 ,"Delaware County, IA",44.5,17393,17288,17143,17081,17011,IA,59260,56747,60458,61342,70091
70,stable,Iowa,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,239.8 ",-0.1 ,"Delaware County, IA",44.5,17393,17288,17143,17081,17011,IA,59260,56747,60458,61342,70091
13,rising,Iowa,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,138.8 ,2.2 ,"Hardin County, IA",61.0,17253,17196,17073,16937,16846,IA,50947,50616,52662,55303,57103
121,stable,Iowa,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,551.6 ",-0.1 ,"Hardin County, IA",61.0,17253,17196,17073,16937,16846,IA,50947,50616,52662,55303,57103
50,stable,Iowa,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,267.6 ,0.7 ,"Hardin County, IA",61.0,17253,17196,17073,16937,16846,IA,50947,50616,52662,55303,57103
84,stable,Iowa,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,337.3 ",-0.1 ,"Hardin County, IA",61.0,17253,17196,17073,16937,16846,IA,50947,50616,52662,55303,57103
9,rising,Iowa,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,138.4 ,2.6 ,"Chickasaw County, IA",24.0,12151,12094,12002,11952,11933,IA,57559,49197,56819,64190,60111
70,stable,Iowa,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,335.5 ",0.0 ,"Chickasaw County, IA",24.0,12151,12094,12002,11952,11933,IA,57559,49197,56819,64190,60111
31,stable,Iowa,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,242.6 ,0.9 ,"Chickasaw County, IA",24.0,12151,12094,12002,11952,11933,IA,57559,49197,56819,64190,60111
48,stable,Iowa,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,035.6 ",0.0 ,"Chickasaw County, IA",24.0,12151,12094,12002,11952,11933,IA,57559,49197,56819,64190,60111
11,rising,Iowa,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,137.5 ,2.4 ,"Harrison County, IA",60.5,14139,14046,14107,14105,14049,IA,57244,55325,55835,60044,63901
92,stable,Iowa,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,554.5 ",0.0 ,"Harrison County, IA",60.5,14139,14046,14107,14105,14049,IA,57244,55325,55835,60044,63901
43,rising,Iowa,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,277.0 ,1.1 ,"Harrison County, IA",60.5,14139,14046,14107,14105,14049,IA,57244,55325,55835,60044,63901
60,stable,Iowa,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,272.0 ",-0.2 ,"Harrison County, IA",60.5,14139,14046,14107,14105,14049,IA,57244,55325,55835,60044,63901
12,rising,Iowa,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,137.2 ,2.4 ,"Dickinson County, IA",,17004,17109,17141,17121,17258,IA,56869,58019,56496,55603,66211
138,stable,Iowa,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,571.8 ",0.0 ,"Dickinson County, IA",,17004,17109,17141,17121,17258,IA,56869,58019,56496,55603,66211
56,rising,Iowa,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,283.9 ,1.3 ,"Dickinson County, IA",,17004,17109,17141,17121,17258,IA,56869,58019,56496,55603,66211
94,stable,Iowa,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,259.6 ",-0.3 ,"Dickinson County, IA",,17004,17109,17141,17121,17258,IA,56869,58019,56496,55603,66211
7,rising,Iowa,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,136.7 ,2.2 ,"Mitchell County, IA",,10676,10644,10563,10571,10586,IA,61352,55129,54451,59558,61247
63,stable,Iowa,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,314.3 ",-0.4 ,"Mitchell County, IA",,10676,10644,10563,10571,10586,IA,61352,55129,54451,59558,61247
25,stable,Iowa,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,235.2 ,0.6 ,"Mitchell County, IA",,10676,10644,10563,10571,10586,IA,61352,55129,54451,59558,61247
45,stable,Iowa,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,030.7 ",-0.4 ,"Mitchell County, IA",,10676,10644,10563,10571,10586,IA,61352,55129,54451,59558,61247
6,rising,Iowa,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,135.4 ,2.3 ,"Monona County, IA",59.5,8866,8786,8724,8659,8615,IA,43991,47371,49236,50530,53104
70,stable,Iowa,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,598.9 ",0.2 ,"Monona County, IA",59.5,8866,8786,8724,8659,8615,IA,43991,47371,49236,50530,53104
25,rising,Iowa,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,266.7 ,1.2 ,"Monona County, IA",59.5,8866,8786,8724,8659,8615,IA,43991,47371,49236,50530,53104
51,stable,Iowa,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,428.0 ",0.0 ,"Monona County, IA",59.5,8866,8786,8724,8659,8615,IA,43991,47371,49236,50530,53104
16,rising,Iowa,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,134.9 ,2.4 ,"Washington County, IA",,22145,22126,22204,22058,21965,IA,55283,57315,59903,65849,63230
