Primary_State_Name,County_State,POPESTIMATE2015,POPESTIMATE2016,POPESTIMATE2017,POPESTIMATE2018,POPESTIMATE2019
Massachusetts,"Franklin County, MA",70866,70622,70605,70611,70180
Massachusetts,"Hampden County, MA",469113,467778,467705,468388,466372
Massachusetts,"Hampshire County, MA",160709,161404,161077,161139,160830
Massachusetts,"Middlesex County, MA",1585432,1594664,1603943,1608470,1611699
Massachusetts,"Nantucket County, MA",10940,11100,11205,11198,11399
Massachusetts,"Norfolk County, MA",694502,697079,700599,703230,706775
Massachusetts,"Plymouth County, MA",509221,512207,515461,518422,521202
Massachusetts,"Suffolk County, MA",782591,792576,800806,803147,803907
Massachusetts,"Worcester County, MA",818117,820320,825749,829054,830622
Michigan,"Alcona County, MI",10330,10360,10309,10360,10405
Michigan,"Alger County, MI",9255,9129,9144,9118,9108
Michigan,"Allegan County, MI",114112,114979,116368,117173,118081
Michigan,"Alpena County, MI",28722,28663,28428,28384,28405
Michigan,"Antrim County, MI",23035,23079,23270,23323,23324
Michigan,"Arenac County, MI",15307,15138,15014,15008,14883
Michigan,"Baraga County, MI",8585,8546,8441,8324,8209
Michigan,"Barry County, MI",59426,59810,60682,61231,61550
Michigan,"Bay County, MI",105237,104411,104045,103702,103126
Michigan,"Benzie County, MI",17390,17534,17624,17761,17766
Michigan,"Berrien County, MI",155022,154325,154128,153790,153401
Michigan,"Branch County, MI",43639,43466,43375,43566,43517
Michigan,"Calhoun County, MI",134327,134344,134180,134049,134159
Michigan,"Cass County, MI",51342,51282,51481,51725,51787
Michigan,"Charlevoix County, MI",26210,26190,26212,26187,26143
Michigan,"Cheboygan County, MI",25399,25455,25454,25504,25276
Michigan,"Chippewa County, MI",37973,37683,37679,37461,37349
Michigan,"Clare County, MI",30616,30387,30565,30735,30950
Michigan,"Clinton County, MI",77009,77617,78506,79219,79595
Michigan,"Crawford County, MI",13853,13768,13906,13905,14029
Michigan,"Delta County, MI",36415,36196,35890,35843,35784
Michigan,"Dickinson County, MI",25661,25499,25424,25371,25239
Michigan,"Eaton County, MI",108661,109183,109456,109710,110268
Michigan,"Emmet County, MI",32924,32875,33081,33225,33415
Michigan,"Genesee County, MI",410461,408926,407488,406688,405813
Michigan,"Gladwin County, MI",25227,25154,25241,25326,25449
Michigan,"Gogebic County, MI",15536,15340,15340,15116,13975
Michigan,"Grand Traverse County, MI",91541,91957,91791,92530,93088
Michigan,"Gratiot County, MI",41331,40955,40979,40602,40711
Michigan,"Hillsdale County, MI",45883,45773,45820,45702,45605
Michigan,"Houghton County, MI",36228,36299,36198,35943,35684
Michigan,"Huron County, MI",31763,31486,31306,31211,30981
Michigan,"Ingham County, MI",287096,289804,292018,291612,292406
Michigan,"Ionia County, MI",64056,64187,64284,64276,64697
Michigan,"Iosco County, MI",25343,25284,25128,25103,25127
Michigan,"Iron County, MI",11320,11167,11105,11104,11066
Michigan,"Isabella County, MI",70767,71263,71077,70463,69872
Michigan,"Jackson County, MI",159264,158277,158563,158566,158510
Michigan,"Kalamazoo County, MI",259676,261304,262998,264680,265066
Michigan,"Kalkaska County, MI",17248,17263,17571,17806,18038
Michigan,"Kent County, MI",637164,643858,649278,653350,656955
Michigan,"Keweenaw County, MI",2123,2139,2085,2090,2116
Michigan,"Lake County, MI",11697,11853,11981,11876,11853
Michigan,"Lapeer County, MI",88368,88171,88122,87921,87607
Michigan,"Leelanau County, MI",21633,21507,21645,21714,21761
Michigan,"Lenawee County, MI",98391,98496,98427,98141,98451
Michigan,"Livingston County, MI",187171,188547,189869,191190,191995
Michigan,"Luce County, MI",6430,6335,6370,6327,6229
Michigan,"Mackinac County, MI",10821,10724,10768,10781,10799
Michigan,"Macomb County, MI",864960,868534,871364,872795,873972
Michigan,"Manistee County, MI",24457,24424,24393,24455,24558
Michigan,"Marquette County, MI",67326,66532,66493,66381,66699
Michigan,"Mason County, MI",28738,28810,28996,29084,29144
Michigan,"Mecosta County, MI",43005,43141,43258,43400,43453
Michigan,"Menominee County, MI",23476,23208,22981,22927,22780
Michigan,"Midland County, MI",83662,83422,83314,83223,83156
Michigan,"Missaukee County, MI",14882,15018,15020,15101,15118
Michigan,"Monroe County, MI",149353,149159,149449,150174,150500
Michigan,"Montcalm County, MI",62763,62953,63527,63936,63888
Michigan,"Montmorency County, MI",9287,9203,9233,9275,9328
Michigan,"Muskegon County, MI",172447,173227,173645,173599,173566
Michigan,"Newaygo County, MI",47882,47811,48320,48839,48980
Michigan,"Oakland County, MI",1244602,1251027,1256016,1256694,1257584
Michigan,"Oceana County, MI",26323,26311,26422,26555,26467
Michigan,"Ogemaw County, MI",20877,20850,20882,20882,20997
Michigan,"Ontonagon County, MI",6037,5939,5889,5801,5720
Michigan,"Osceola County, MI",23177,23170,23267,23377,23460
Michigan,"Oscoda County, MI",8277,8259,8238,8224,8241
Michigan,"Otsego County, MI",24203,24408,24528,24641,24668
Michigan,"Ottawa County, MI",280859,283712,286581,289808,291830
Michigan,"Presque Isle County, MI",12801,12735,12742,12698,12592
Michigan,"Roscommon County, MI",23912,23779,23731,23812,24019
Michigan,"Saginaw County, MI",193305,192507,191965,190791,190539
Michigan,"St. Clair County, MI",159700,159369,159005,159031,159128
Michigan,"St. Joseph County, MI",60804,60790,60710,60912,60964
Michigan,"Sanilac County, MI",41464,41405,41242,41192,41170
Michigan,"Schoolcraft County, MI",8121,7967,8013,8044,8094
Michigan,"Shiawassee County, MI",68505,68542,68400,68133,68122
Michigan,"Tuscola County, MI",53726,53276,52815,52633,52245
Michigan,"Van Buren County, MI",75060,75267,75303,75481,75677
Michigan,"Washtenaw County, MI",362975,366135,368807,369483,367601
Michigan,"Wayne County, MI",1764872,1760612,1757217,1754453,1749343
Michigan,"Wexford County, MI",32889,33081,33234,33446,33631
Minnesota,"Aitkin County, MN",15852,15754,15792,15887,15886
Minnesota,"Anoka County, MN",344176,346526,350203,353441,356921
Minnesota,"Becker County, MN",33445,33718,34082,34389,34423
Minnesota,"Beltrami County, MN",45605,46008,46477,46735,47188
Minnesota,"Benton County, MN",39422,39687,40135,40510,40889
Minnesota,"Big Stone County, MN",4993,5002,5004,4990,4991
Minnesota,"Blue Earth County, MN",65673,66355,66916,67378,67653
Minnesota,"Brown County, MN",25240,25272,25172,25125,25008
Minnesota,"Carlton County, MN",35409,35555,35509,35822,35871
Minnesota,"Carver County, MN",98630,100374,102118,103533,105089
Minnesota,"Cass County, MN",28698,29030,29324,29511,29779
Minnesota,"Chippewa County, MN",12084,12036,11944,11901,11800
Minnesota,"Chisago County, MN",54129,54638,55257,55972,56579
Minnesota,"Clay County, MN",62169,63055,63766,64017,64222
Minnesota,"Clearwater County, MN",8797,8831,8845,8815,8818
Minnesota,"Cook County, MN",5245,5338,5411,5425,5463
Minnesota,"Cottonwood County, MN",11422,11367,11249,11259,11196
Minnesota,"Crow Wing County, MN",63229,63729,64278,64794,65055
Minnesota,"Dakota County, MN",414131,417555,421518,425040,429021
Minnesota,"Dodge County, MN",20410,20540,20696,20767,20934
Minnesota,"Douglas County, MN",36790,37154,37520,37960,38141
Minnesota,"Faribault County, MN",13981,13867,13768,13736,13653
Minnesota,"Fillmore County, MN",20739,20916,20980,21044,21067
Minnesota,"Freeborn County, MN",30522,30449,30582,30480,30281
Minnesota,"Goodhue County, MN",46060,46226,46307,46299,46340
Minnesota,"Grant County, MN",5867,5930,5916,5989,5972
Minnesota,"Hennepin County, MN",1222200,1235371,1247847,1257925,1265843
Minnesota,"Houston County, MN",18686,18703,18677,18572,18600
Minnesota,"Hubbard County, MN",20646,20701,20965,21291,21491
Minnesota,"Isanti County, MN",38281,38778,39543,39950,40596
Minnesota,"Itasca County, MN",45267,45168,45088,45051,45130
Minnesota,"Jackson County, MN",10096,9968,9965,9895,9846
Minnesota,"Kanabec County, MN",15888,15912,16060,16246,16337
Minnesota,"Kandiyohi County, MN",42623,42697,42778,42910,43199
Minnesota,"Kittson County, MN",4409,4320,4261,4268,4298
Minnesota,"Koochiching County, MN",12797,12610,12506,12431,12229
Minnesota,"Lac qui Parle County, MN",6877,6746,6683,6664,6623
Minnesota,"Lake County, MN",10541,10514,10493,10610,10641
Minnesota,"Lake of the Woods County, MN",3868,3781,3727,3737,3740
Minnesota,"Le Sueur County, MN",27755,27772,28210,28588,28887
Minnesota,"Lincoln County, MN",5710,5703,5665,5668,5639
Minnesota,"Lyon County, MN",25826,25971,25929,25583,25474
Minnesota,"McLeod County, MN",35814,35749,35876,35827,35893
Minnesota,"Mahnomen County, MN",5432,5484,5567,5497,5527
Minnesota,"Marshall County, MN",9409,9369,9361,9383,9336
Minnesota,"Martin County, MN",20036,19904,19866,19772,19683
Minnesota,"Meeker County, MN",23045,23064,23047,23145,23222
Minnesota,"Mille Lacs County, MN",25494,25594,25861,26100,26277
Minnesota,"Morrison County, MN",32775,32918,33084,33158,33386
Minnesota,"Mower County, MN",39492,39567,39773,40142,40062
Minnesota,"Murray County, MN",8394,8305,8332,8254,8194
Minnesota,"Nicollet County, MN",33526,33720,34052,34199,34274
Minnesota,"Nobles County, MN",21748,21878,21671,21744,21629
Minnesota,"Norman County, MN",6621,6534,6589,6479,6375
Minnesota,"Olmsted County, MN",151397,153272,154727,156358,158293
Minnesota,"Otter Tail County, MN",57520,57820,58219,58670,58746
Minnesota,"Pennington County, MN",14237,14206,14178,14173,14119
Minnesota,"Pine County, MN",29045,28866,29159,29468,29579
Minnesota,"Pipestone County, MN",9295,9248,9157,9127,9126
Minnesota,"Polk County, MN",31497,31698,31637,31411,31364
Minnesota,"Pope County, MN",10936,10970,10988,11095,11249
Minnesota,"Ramsey County, MN",536631,541502,544886,548872,550321
Minnesota,"Red Lake County, MN",4031,3987,4009,3992,4055
Minnesota,"Redwood County, MN",15425,15216,15244,15252,15170
Minnesota,"Renville County, MN",14798,14613,14693,14609,14548
Minnesota,"Rice County, MN",65323,65868,66196,66566,66972
Minnesota,"Rock County, MN",9442,9392,9459,9401,9315
Minnesota,"Roseau County, MN",15621,15557,15305,15158,15165
Minnesota,"St. Louis County, MN",200296,199967,199778,199685,199070
Minnesota,"Scott County, MN",141329,143309,145535,147191,149013
Minnesota,"Sherburne County, MN",91415,93228,94476,95957,97238
Minnesota,"Sibley County, MN",14889,14812,14899,14997,14865
Minnesota,"Stearns County, MN",156003,157225,158301,159656,161075
Minnesota,"Steele County, MN",36599,36644,36787,36738,36649
Minnesota,"Stevens County, MN",9874,9810,9706,9752,9805
Minnesota,"Swift County, MN",9376,9442,9387,9323,9266
Minnesota,"Todd County, MN",24328,24381,24526,24570,24664
Minnesota,"Traverse County, MN",3373,3330,3304,3291,3259
Minnesota,"Wabasha County, MN",21387,21435,21590,21645,21627
Minnesota,"Wadena County, MN",13667,13550,13647,13723,13682
Minnesota,"Waseca County, MN",18926,18783,18713,18664,18612
Minnesota,"Washington County, MN",250386,252502,255464,258899,262440
Minnesota,"Watonwan County, MN",11018,11002,10934,11007,10897
Minnesota,"Wilkin County, MN",6357,6323,6322,6244,6207
Minnesota,"Winona County, MN",50827,50861,50718,50735,50484
Minnesota,"Wright County, MN",130973,132324,134205,136313,138377
Minnesota,"Yellow Medicine County, MN",9837,9888,9836,9799,9709
Mississippi,"Adams County, MS",31561,31569,31462,31044,30693
Mississippi,"Alcorn County, MS",37276,37246,37165,36810,36953
Mississippi,"Amite County, MS",12553,12433,12448,12327,12297
Mississippi,"Attala County, MS",18665,18551,18467,18328,18174
Mississippi,"Benton County, MS",8155,8247,8255,8243,8259
Mississippi,"Bolivar County, MS",33230,32549,31718,31115,30628
Mississippi,"Calhoun County, MS",14639,14553,14508,14432,14361
Mississippi,"Carroll County, MS",10203,10186,10094,9920,9947
Mississippi,"Chickasaw County, MS",17395,17224,17144,17100,17103
Mississippi,"Choctaw County, MS",8372,8299,8240,8265,8210
Mississippi,"Claiborne County, MS",9209,9152,9026,9072,8988
Mississippi,"Clarke County, MS",16022,15896,15805,15585,15541
Mississippi,"Clay County, MS",20005,19854,19621,19404,19316
Mississippi,"Coahoma County, MS",24500,23834,23214,22605,22124
Mississippi,"Copiah County, MS",28865,28647,28528,28400,28065
Mississippi,"Covington County, MS",19243,19174,19014,18825,18636
Mississippi,"DeSoto County, MS",173271,175721,179005,181932,184945
Mississippi,"Forrest County, MS",75593,75564,75155,74912,74897
Mississippi,"Franklin County, MS",7729,7709,7754,7758,7713
Mississippi,"George County, MS",23378,23645,23951,24110,24500
Mississippi,"Greene County, MS",13549,13566,13529,13996,13586
Mississippi,"Grenada County, MS",21444,21219,21037,20984,20758
Mississippi,"Hancock County, MS",46305,46643,46949,47278,47632
Mississippi,"Harrison County, MS",200674,202504,204966,206284,208080
Mississippi,"Hinds County, MS",244216,242176,239929,235824,231840
Mississippi,"Holmes County, MS",18367,18017,17849,17444,17010
Mississippi,"Humphreys County, MS",8705,8588,8333,8256,8064
Mississippi,"Issaquena County, MS",1337,1326,1341,1307,1327
Mississippi,"Itawamba County, MS",23543,23416,23499,23461,23390
Mississippi,"Jackson County, MS",141354,141535,142246,143127,143617
Mississippi,"Jasper County, MS",16554,16588,16574,16425,16383
Mississippi,"Jefferson County, MS",7503,7312,7227,7093,6990
Mississippi,"Jefferson Davis County, MS",11632,11436,11284,11215,11128
Mississippi,"Jones County, MS",68629,68473,68364,68196,68098
Mississippi,"Kemper County, MS",10111,10035,10093,9733,9742
Mississippi,"Lafayette County, MS",52736,53476,54178,53542,54019
Mississippi,"Lamar County, MS",60966,61364,61536,62637,63343
Mississippi,"Lauderdale County, MS",78348,77376,76309,75238,74125
Mississippi,"Lawrence County, MS",12691,12812,12629,12448,12586
Mississippi,"Leake County, MS",22777,22789,22819,22791,22786
Mississippi,"Lee County, MS",84740,84837,85071,85276,85436
Mississippi,"Leflore County, MS",30241,29779,29292,28616,28183
Mississippi,"Lincoln County, MS",34522,34375,34340,34210,34153
Mississippi,"Lowndes County, MS",59697,59549,59147,58760,58595
Mississippi,"Madison County, MS",102453,103852,104584,105648,106272
Mississippi,"Marion County, MS",25412,25106,25108,24752,24573
Mississippi,"Marshall County, MS",35891,35785,35590,35436,35294
Mississippi,"Monroe County, MS",35823,35897,35851,35543,35252
Mississippi,"Montgomery County, MS",10195,10235,10143,9994,9775
Mississippi,"Neshoba County, MS",29481,29473,29435,29151,29118
Mississippi,"Newton County, MS",21569,21461,21396,21355,21018
Mississippi,"Noxubee County, MS",10942,10879,10711,10550,10417
Mississippi,"Oktibbeha County, MS",49510,49534,49678,49249,49587
Mississippi,"Panola County, MS",34202,34241,34158,34156,34192
Mississippi,"Pearl River County, MS",54944,55037,55255,55323,55535
Mississippi,"Perry County, MS",12071,12056,12014,11918,11973
Mississippi,"Pike County, MS",39890,39592,39510,39380,39288
Mississippi,"Pontotoc County, MS",30857,31470,31709,31881,32174
Mississippi,"Prentiss County, MS",25440,25405,25215,25088,25126
Mississippi,"Quitman County, MS",7511,7368,7208,7055,6792
Mississippi,"Rankin County, MS",149447,151514,152904,154250,155271
Mississippi,"Scott County, MS",28432,28351,28436,28319,28124
Mississippi,"Sharkey County, MS",4563,4513,4415,4375,4321
Mississippi,"Simpson County, MS",27169,26992,26905,26717,26658
Mississippi,"Smith County, MS",16079,15949,16073,16029,15916
Mississippi,"Stone County, MS",18271,18183,18593,17997,18336
Mississippi,"Sunflower County, MS",26877,26493,26142,26211,25110
Mississippi,"Tallahatchie County, MS",14582,14342,14094,13961,13809
Mississippi,"Tate County, MS",28465,28306,28581,28347,28321
Mississippi,"Tippah County, MS",22018,22063,21953,22039,22015
Mississippi,"Tishomingo County, MS",19481,19442,19518,19383,19383
Mississippi,"Tunica County, MS",10264,10139,9984,9922,9632
Mississippi,"Union County, MS",28311,28308,28486,28615,28815
Mississippi,"Walthall County, MS",14601,14556,14505,14436,14286
Mississippi,"Warren County, MS",47481,46958,46682,46093,45381
Mississippi,"Washington County, MS",47959,47183,46197,45036,43909
Mississippi,"Wayne County, MS",20497,20460,20430,20296,20183
Mississippi,"Webster County, MS",9873,9758,9732,9788,9689
Mississippi,"Wilkinson County, MS",9089,9020,8855,8781,8630
Mississippi,"Winston County, MS",18447,18340,18237,18164,17955
Mississippi,"Yalobusha County, MS",12458,12461,12449,12361,12108
Mississippi,"Yazoo County, MS",27411,27972,28659,29093,29690
Missouri,"Adair County, MO",25353,25244,25429,25476,25343
Missouri,"Andrew County, MO",17314,17351,17474,17662,17712
Missouri,"Atchison County, MO",5295,5281,5243,5183,5143
Missouri,"Audrain County, MO",25950,25870,25590,25423,25388
Missouri,"Barry County, MO",35293,35226,35631,35712,35789
Missouri,"Barton County, MO",11825,11825,11793,11790,11754
Missouri,"Bates County, MO",16362,16351,16293,16304,16172
Missouri,"Benton County, MO",18791,18934,19072,19297,19443
Missouri,"Bollinger County, MO",12316,12205,12280,12189,12133
Missouri,"Boone County, MO",174404,176315,178012,179061,180463
Missouri,"Buchanan County, MO",89082,89032,88660,88163,87364
Missouri,"Butler County, MO",42829,42769,42618,42587,42478
Missouri,"Caldwell County, MO",9002,9043,9059,9071,9020
Missouri,"Callaway County, MO",44699,45069,44982,44954,44743
Missouri,"Camden County, MO",44735,44906,45473,45913,46305
Missouri,"Cape Girardeau County, MO",78238,78445,78261,78638,78871
Missouri,"Carroll County, MO",8879,8844,8779,8726,8679
Missouri,"Carter County, MO",6280,6210,6179,6083,5982
Missouri,"Cass County, MO",101339,102622,103477,104769,105780
Missouri,"Cedar County, MO",13782,13876,14070,14136,14349
Missouri,"Chariton County, MO",7576,7501,7457,7457,7426
Missouri,"Christian County, MO",83077,84184,85392,87044,88595
Missouri,"Clark County, MO",6808,6739,6720,6833,6797
Missouri,"Clay County, MO",235161,238583,242527,246360,249948
Missouri,"Clinton County, MO",20581,20548,20551,20435,20387
Missouri,"Cole County, MO",76818,76702,76632,76720,76745
Missouri,"Cooper County, MO",17614,17702,17647,17626,17709
Missouri,"Crawford County, MO",24511,24265,24107,23968,23920
Missouri,"Dade County, MO",7574,7606,7586,7564,7561
Missouri,"Dallas County, MO",16344,16381,16699,16782,16878
Missouri,"Daviess County, MO",8283,8224,8358,8334,8278
Missouri,"DeKalb County, MO",12540,12496,12532,12515,12547
Missouri,"Dent County, MO",15656,15454,15497,15547,15573
Missouri,"Douglas County, MO",13356,13353,13276,13359,13185
Missouri,"Dunklin County, MO",30844,30562,30121,29478,29131
Missouri,"Franklin County, MO",102251,102704,103315,103716,103967
Missouri,"Gasconade County, MO",14742,14746,14683,14680,14706
Missouri,"Gentry County, MO",6654,6624,6634,6598,6571
Missouri,"Greene County, MO",287312,287818,289512,291054,293086
Missouri,"Grundy County, MO",10031,10111,9991,9975,9850
Missouri,"Harrison County, MO",8622,8579,8506,8394,8352
Missouri,"Henry County, MO",21725,21625,21695,21808,21824
Missouri,"Hickory County, MO",9266,9356,9395,9458,9544
Missouri,"Holt County, MO",4483,4453,4407,4412,4403
Missouri,"Howard County, MO",10134,10032,10066,10059,10001
