average_annual_count,primary_state_name,cancer,race_ethnicity,sex,age,age_adjusted_rate,county_state,index_of_medical_underservice_score,popestimate2015,popestimate2016,popestimate2017,popestimate2018,popestimate2019,median_household_income_2015,median_household_income_2016,median_household_income_2017,median_household_income_2018,median_household_income_2019
98,Wisconsin,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,193.9,"Wood County, WI",60.0,73350,73219,73038,72954,72999,51025,52591,53346,55879,57325
87,Wisconsin,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,142.6,"Wood County, WI",60.0,73350,73219,73038,72954,72999,51025,52591,53346,55879,57325
57,Wisconsin,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,191.7,"Shawano County, WI",60.0,41051,40952,40846,40771,40899,50948,50203,55546,56022,58982
46,Wisconsin,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,136.7,"Shawano County, WI",60.0,41051,40952,40846,40771,40899,50948,50203,55546,56022,58982
78,Wisconsin,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,191.3,"St. Croix County, WI",60.0,87129,87598,88560,89688,90687,74624,75619,82253,82575,87098
73,Wisconsin,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,141.1,"St. Croix County, WI",60.0,87129,87598,88560,89688,90687,74624,75619,82253,82575,87098
50,Wisconsin,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,190.1,"Oconto County, WI",57.5,37472,37475,37531,37824,37930,53243,58025,57860,59983,66401
35,Wisconsin,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,122.1,"Oconto County, WI",57.5,37472,37475,37531,37824,37930,53243,58025,57860,59983,66401
102,Wisconsin,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,189.1,"Manitowoc County, WI",,79483,79348,79099,79015,78981,51951,53633,55741,56466,61326
98,Wisconsin,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,150.4,"Manitowoc County, WI",,79483,79348,79099,79015,78981,51951,53633,55741,56466,61326
34,Wisconsin,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,187.5,"Trempealeau County, WI",56.0,29441,29540,29372,29494,29649,53695,53142,56051,56978,61687
26,Wisconsin,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,129.9,"Trempealeau County, WI",56.0,29441,29540,29372,29494,29649,53695,53142,56051,56978,61687
27,Wisconsin,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,187.3,"Sawyer County, WI",51.0,16288,16320,16367,16464,16558,44556,44180,47183,46490,53908
22,Wisconsin,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,157.6,"Sawyer County, WI",51.0,16288,16320,16367,16464,16558,44556,44180,47183,46490,53908
129,Wisconsin,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,186.7,"Sheboygan County, WI",51.0,115196,115030,115089,115233,115340,58190,55594,59231,61906,62108
103,Wisconsin,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,122.0,"Sheboygan County, WI",51.0,115196,115030,115089,115233,115340,58190,55594,59231,61906,62108
113,Wisconsin,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,186.6,"Walworth County, WI",56.0,102475,102627,102850,103550,103868,58554,58904,60675,64234,64682
96,Wisconsin,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,133.3,"Walworth County, WI",56.0,102475,102627,102850,103550,103868,58554,58904,60675,64234,64682
73,Wisconsin,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,186.1,"Chippewa County, WI",60.0,63421,63523,63747,64109,64658,53209,54659,56678,59528,60713
60,Wisconsin,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,130.8,"Chippewa County, WI",60.0,63421,63523,63747,64109,64658,53209,54659,56678,59528,60713
29,Wisconsin,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,186.1,"Burnett County, WI",56.0,15142,15222,15295,15374,15414,44858,48087,47727,55295,51519
24,Wisconsin,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,172.2,"Burnett County, WI",56.0,15142,15222,15295,15374,15414,44858,48087,47727,55295,51519
26,Wisconsin,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,185.9,"Richland County, WI",,17574,17556,17517,17397,17252,46998,50306,49092,53050,51295
18,Wisconsin,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,116.7,"Richland County, WI",,17574,17556,17517,17397,17252,46998,50306,49092,53050,51295
60,Wisconsin,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,185.8,"Barron County, WI",62.0,45367,45242,45141,45150,45244,51056,49581,50940,50344,54372
54,Wisconsin,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,139.8,"Barron County, WI",62.0,45367,45242,45141,45150,45244,51056,49581,50940,50344,54372
42,Wisconsin,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,185.3,"Vilas County, WI",61.0,21447,21500,21684,21928,22195,42993,45902,44740,47198,55576
31,Wisconsin,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,128.5,"Vilas County, WI",61.0,21447,21500,21684,21928,22195,42993,45902,44740,47198,55576
114,Wisconsin,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,185.1,"Fond du Lac County, WI",59.0,101955,102211,102417,103001,103403,58049,58920,61591,59428,65905
102,Wisconsin,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,130.5,"Fond du Lac County, WI",59.0,101955,102211,102417,103001,103403,58049,58920,61591,59428,65905
25,Wisconsin,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,184.9,"Bayfield County, WI",53.0,14976,14923,15006,15026,15036,50080,50666,51120,53637,58065
16,Wisconsin,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,108.6,"Bayfield County, WI",53.0,14976,14923,15006,15026,15036,50080,50666,51120,53637,58065
43,Wisconsin,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,184.8,"Dunn County, WI",56.0,44267,44354,44714,45091,45368,53082,52181,58902,57506,61506
36,Wisconsin,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,124.5,"Dunn County, WI",56.0,44267,44354,44714,45091,45368,53082,52181,58902,57506,61506
65,Wisconsin,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,184.8,"Columbia County, WI",,56682,56875,57244,57333,57532,60837,62036,65931,65435,69219
61,Wisconsin,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,151.2,"Columbia County, WI",,56682,56875,57244,57333,57532,60837,62036,65931,65435,69219
21,Wisconsin,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,180.5,"Price County, WI",60.0,13578,13413,13380,13357,13351,44932,46414,47302,47032,48761
18,Wisconsin,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,139.6,"Price County, WI",60.0,13578,13413,13380,13357,13351,44932,46414,47302,47032,48761
54,Wisconsin,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,179.8,"Grant County, WI",60.0,52071,51985,51728,51444,51439,51008,47512,51157,57328,56418
54,Wisconsin,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,141.2,"Grant County, WI",60.0,52071,51985,51728,51444,51439,51008,47512,51157,57328,56418
166,Wisconsin,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,178.5,"Outagamie County, WI",,183328,184593,185816,186879,187885,60649,61764,65945,65993,66994
138,Wisconsin,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,118.2,"Outagamie County, WI",,183328,184593,185816,186879,187885,60649,61764,65945,65993,66994
25,Wisconsin,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,178.0,"Iowa County, WI",57.5,23585,23430,23676,23722,23678,58092,58372,63476,68017,67390
19,Wisconsin,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,113.0,"Iowa County, WI",57.5,23585,23430,23676,23722,23678,58092,58372,63476,68017,67390
41,Wisconsin,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,174.7,"Green County, WI",,36931,36787,36877,36924,36960,59155,60846,62456,63160,64319
40,Wisconsin,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,147.8,"Green County, WI",,36931,36787,36877,36924,36960,59155,60846,62456,63160,64319
36,Wisconsin,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,174.3,"Vernon County, WI",60.0,30317,30553,30702,30772,30822,49217,51002,44444,51692,56272
30,Wisconsin,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,125.9,"Vernon County, WI",60.0,30317,30553,30702,30772,30822,49217,51002,44444,51692,56272
22,Wisconsin,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,173.6,"Crawford County, WI",54.0,16328,16250,16199,16265,16131,44895,46698,47341,49200,51919
19,Wisconsin,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,141.5,"Crawford County, WI",54.0,16328,16250,16199,16265,16131,44895,46698,47341,49200,51919
39,Wisconsin,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,173.5,"Pierce County, WI",,41069,41456,42016,42592,42754,63735,70086,69271,75421,75368
30,Wisconsin,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,126.0,"Pierce County, WI",,41069,41456,42016,42592,42754,63735,70086,69271,75421,75368
224,Wisconsin,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,173.4,"Brown County, WI",59.0,257856,259514,261762,263165,264542,56003,58449,61240,62097,65494
219,Wisconsin,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,133.7,"Brown County, WI",59.0,257856,259514,261762,263165,264542,56003,58449,61240,62097,65494
24,Wisconsin,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,173.1,"Kewaunee County, WI",,20324,20380,20401,20395,20434,60572,61074,62107,63612,65879
18,Wisconsin,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,114.9,"Kewaunee County, WI",,20324,20380,20401,20395,20434,60572,61074,62107,63612,65879
18,Wisconsin,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,172.9,"Buffalo County, WI",54.0,13245,13134,13105,13114,13031,53892,52885,55297,59087,58407
14,Wisconsin,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,127.4,"Buffalo County, WI",54.0,13245,13134,13105,13114,13031,53892,52885,55297,59087,58407
23,Wisconsin,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,171.3,"Taylor County, WI",30.5,20314,20290,20314,20364,20343,48951,50963,51038,56981,52419
20,Wisconsin,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,125.3,"Taylor County, WI",30.5,20314,20290,20314,20364,20343,48951,50963,51038,56981,52419
89,Wisconsin,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,170.8,"Eau Claire County, WI",60.0,102080,102907,103582,104355,104646,51937,52209,55418,60111,64972
83,Wisconsin,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,126.9,"Eau Claire County, WI",60.0,102080,102907,103582,104355,104646,51937,52209,55418,60111,64972
109,Wisconsin,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,170.6,"La Crosse County, WI",,117699,117681,118033,118041,118016,51428,55151,57145,60619,59758
99,Wisconsin,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,125.1,"La Crosse County, WI",,117699,117681,118033,118041,118016,51428,55151,57145,60619,59758
159,Wisconsin,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,167.8,"Winnebago County, WI",0.0,169246,169629,170394,170878,171907,52725,57003,57529,57785,59643
160,Wisconsin,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,135.9,"Winnebago County, WI",0.0,169246,169629,170394,170878,171907,52725,57003,57529,57785,59643
81,Wisconsin,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,166.1,"Jefferson County, WI",56.0,84488,84464,84733,85049,84769,61622,60744,58759,65831,71098
77,Wisconsin,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,132.9,"Jefferson County, WI",56.0,84488,84464,84733,85049,84769,61622,60744,58759,65831,71098
406,Wisconsin,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,166.0,"Waukesha County, WI",59.0,396237,398521,400899,402522,404198,78689,82080,82627,87333,91070
370,Wisconsin,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,118.7,"Waukesha County, WI",59.0,396237,398521,400899,402522,404198,78689,82080,82627,87333,91070
132,Wisconsin,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,165.1,"Washington County, WI",,133906,134310,134930,135445,136034,70778,74631,76551,75799,81928
108,Wisconsin,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,108.0,"Washington County, WI",,133906,134310,134930,135445,136034,70778,74631,76551,75799,81928
91,Wisconsin,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,161.7,"Ozaukee County, WI",,87932,88332,88443,89059,89221,80135,85706,85098,83014,90446
89,Wisconsin,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,122.6,"Ozaukee County, WI",,87932,88332,88443,89059,89221,80135,85706,85098,83014,90446
132,Wisconsin,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,159.4,"Marathon County, WI",60.0,135314,135101,135452,135421,135692,56347,56223,59302,63442,66092
124,Wisconsin,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,128.4,"Marathon County, WI",60.0,135314,135101,135452,135421,135692,56347,56223,59302,63442,66092
375,Wisconsin,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,156.9,"Dane County, WI",0.0,523000,531296,537453,541948,546695,65416,70815,72385,71789,77828
372,Wisconsin,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,121.6,"Dane County, WI",0.0,523000,531296,537453,541948,546695,65416,70815,72385,71789,77828
40,Wisconsin,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,153.3,"Calumet County, WI",,49818,49607,49995,50132,50089,71298,72752,72309,72645,80354
31,Wisconsin,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,100.3,"Calumet County, WI",,49818,49607,49995,50132,50089,71298,72752,72309,72645,80354
58,Wisconsin,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,151.9,"Portage County, WI",61.0,70520,70451,70565,70850,70772,57010,55064,53883,59032,58248
54,Wisconsin,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,116.2,"Portage County, WI",61.0,70520,70451,70565,70850,70772,57010,55064,53883,59032,58248
38,Wisconsin,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,151.1,"Door County, WI",55.5,27311,27338,27454,27589,27668,55047,56298,59956,61221,64217
37,Wisconsin,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,133.7,"Door County, WI",55.5,27311,27338,27454,27589,27668,55047,56298,59956,61221,64217
7,Wisconsin,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,117.8,"Pepin County, WI",54.0,7237,7250,7246,7304,7287,50094,53262,51544,56348,62675
8,Wisconsin,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,124.3,"Pepin County, WI",54.0,7237,7250,7246,7304,7287,50094,53262,51544,56348,62675
16,Wyoming,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,195.4,"Big Horn County, WY",59.0,11945,11941,11859,11877,11790,50056,49725,50380,55195,53018
10,Wyoming,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,108.6,"Big Horn County, WY",59.0,11945,11941,11859,11877,11790,50056,49725,50380,55195,53018
20,Wyoming,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,195.1,"Goshen County, WY",61.0,13542,13306,13361,13292,13211,48146,47715,51023,51676,55540
15,Wyoming,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,137.3,"Goshen County, WY",61.0,13542,13306,13361,13292,13211,48146,47715,51023,51676,55540
37,Wyoming,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,194.1,"Sweetwater County, WY",59.0,44719,44222,43464,42858,42343,71867,74546,75590,73315,80639
29,Wyoming,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,135.5,"Sweetwater County, WY",59.0,44719,44222,43464,42858,42343,71867,74546,75590,73315,80639
14,Wyoming,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,186.6,"Platte County, WY",,8798,8662,8541,8516,8393,51863,54588,50775,54165,57425
8,Wyoming,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,101.1,"Platte County, WY",,8798,8662,8541,8516,8393,51863,54588,50775,54165,57425
10,Wyoming,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,185.7,"Crook County, WY",56.0,7435,7499,7397,7445,7584,64851,60953,61664,64053,64120
6,Wyoming,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,112.2,"Crook County, WY",56.0,7435,7499,7397,7445,7584,64851,60953,61664,64053,64120
38,Wyoming,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,184.9,"Sheridan County, WY",71.0,29883,29964,30147,30219,30485,57122,53027,54482,58307,64030
28,Wyoming,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,122.7,"Sheridan County, WY",71.0,29883,29964,30147,30219,30485,57122,53027,54482,58307,64030
31,Wyoming,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,184.3,"Campbell County, WY",,49258,48745,46402,46299,46341,83042,79148,78240,78112,83997
29,Wyoming,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,163.3,"Campbell County, WY",,49258,48745,46402,46299,46341,83042,79148,78240,78112,83997
44,Wyoming,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,180.5,"Fremont County, WY",58.5,40219,40200,39818,39561,39261,52408,49282,50134,51204,57953
36,Wyoming,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,133.0,"Fremont County, WY",58.5,40219,40200,39818,39561,39261,52408,49282,50134,51204,57953
91,Wyoming,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,169.4,"Laramie County, WY",60.0,96969,97887,98377,98865,99500,59147,61124,61658,63839,69613
77,Wyoming,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,125.5,"Laramie County, WY",60.0,96969,97887,98377,98865,99500,59147,61124,61658,63839,69613
10,Wyoming,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,169.1,"Washakie County, WY",,8278,8165,8010,7877,7805,56088,49533,57989,55190,55122
