County_State,Abbrv,Median Household Income 2015,Median Household Income 2016,Median Household Income 2017,Median Household Income 2018,Median Household Income 2019
"Hardeman County, TN",TN,37729,36653,38426,37834,40989
"Hardin County, TN",TN,36765,37039,39318,37690,44510
"Hawkins County, TN",TN,38708,38958,41397,42188,46602
"Haywood County, TN",TN,35216,35672,34556,39574,38950
"Henderson County, TN",TN,41328,42821,43806,43491,46826
"Henry County, TN",TN,38328,38721,41756,43159,43159
"Hickman County, TN",TN,39682,41406,42824,44684,46176
"Houston County, TN",TN,39999,40777,42018,44688,40915
"Humphreys County, TN",TN,43657,44000,45866,48056,52121
"Jackson County, TN",TN,34651,34117,36815,37563,41749
"Jefferson County, TN",TN,42669,45490,45556,49611,50332
"Johnson County, TN",TN,33402,33639,36331,35778,40219
"Knox County, TN",TN,52136,52174,55299,55874,60316
"Lake County, TN",TN,29908,30078,31144,33709,34059
"Lauderdale County, TN",TN,34715,38479,38718,38849,43545
"Lawrence County, TN",TN,40076,41370,41505,43651,43448
"Lewis County, TN",TN,38198,38074,37959,40541,45874
"Lincoln County, TN",TN,43694,43464,49295,51249,54558
"Loudon County, TN",TN,52787,56774,57641,58186,65226
"McMinn County, TN",TN,39207,40897,39860,46029,49836
"McNairy County, TN",TN,37337,37574,39407,39859,45469
"Macon County, TN",TN,37865,34203,41266,42265,44334
"Madison County, TN",TN,46694,43037,46424,46651,50401
"Marion County, TN",TN,41090,42348,47331,50819,47675
"Marshall County, TN",TN,46788,50014,52415,51868,58151
"Maury County, TN",TN,50868,51202,56999,57337,66434
"Meigs County, TN",TN,41061,40238,45695,50565,48334
"Monroe County, TN",TN,37867,38265,43749,45566,50506
"Montgomery County, TN",TN,49603,55351,57431,56102,57606
"Moore County, TN",TN,52911,54922,55448,58234,61804
"Morgan County, TN",TN,46067,38069,40667,40397,43952
"Obion County, TN",TN,39946,37437,38160,42532,44061
"Overton County, TN",TN,36316,35273,37154,42149,43636
"Perry County, TN",TN,34445,35140,37135,41960,42939
"Pickett County, TN",TN,34714,36595,39858,40182,41860
"Polk County, TN",TN,38923,41984,41191,41968,45922
"Putnam County, TN",TN,40629,40479,42437,45512,49083
"Rhea County, TN",TN,39863,42137,43426,44132,47599
"Roane County, TN",TN,43939,47088,48391,54440,50561
"Robertson County, TN",TN,53413,58487,59771,66006,65790
"Rutherford County, TN",TN,60022,61232,68082,64170,69614
"Scott County, TN",TN,33254,34196,34828,35685,38750
"Sequatchie County, TN",TN,43207,43367,45100,49707,46876
"Sevier County, TN",TN,41987,45251,48482,47202,54476
"Shelby County, TN",TN,46998,47639,49563,47924,52659
"Smith County, TN",TN,44556,46977,47653,50704,54570
"Stewart County, TN",TN,44266,44605,48175,46565,52177
"Sullivan County, TN",TN,42277,43211,45224,46024,51303
"Sumner County, TN",TN,59816,61134,65174,66171,69391
"Tipton County, TN",TN,54077,54748,56511,60874,61436
"Trousdale County, TN",TN,47531,44971,49711,49280,51982
"Unicoi County, TN",TN,36641,39755,41188,43688,44548
"Union County, TN",TN,36878,37955,40357,40322,48106
"Van Buren County, TN",TN,39348,38123,38478,38265,44451
"Warren County, TN",TN,39357,37682,37692,42475,46144
"Washington County, TN",TN,45261,46316,43194,49242,51879
"Wayne County, TN",TN,34895,37672,36612,38879,45091
"Weakley County, TN",TN,38025,38214,39424,42351,42506
"White County, TN",TN,38649,39818,39642,42603,43583
"Williamson County, TN",TN,104367,107942,111427,115930,119637
"Wilson County, TN",TN,65372,70955,70674,76507,80080
"Anderson County, TX",TX,43062,43967,42412,45969,48461
"Andrews County, TX",TX,72184,60644,63451,84946,74918
"Angelina County, TX",TX,45428,43658,45318,46653,51750
"Aransas County, TX",TX,41560,44866,46970,46912,53085
"Archer County, TX",TX,60414,58928,58311,61190,63731
"Armstrong County, TX",TX,55198,54868,55337,57210,64424
"Atascosa County, TX",TX,49047,53622,48636,50594,57309
"Austin County, TX",TX,57960,55973,61111,59942,68311
"Bailey County, TX",TX,38299,40536,42045,45051,46174
"Bandera County, TX",TX,53662,55885,55578,53008,59604
"Bastrop County, TX",TX,56866,56449,62992,61883,62627
"Baylor County, TX",TX,38231,36616,37013,41180,41539
"Bee County, TX",TX,42540,40753,41392,41806,44171
"Bell County, TX",TX,48894,51993,52164,54292,54831
"Bexar County, TX",TX,52230,53170,54163,54210,58956
"Blanco County, TX",TX,53449,57634,62115,64832,68404
"Borden County, TX",TX,63358,60306,59039,66101,71926
"Bosque County, TX",TX,47135,47636,49139,48460,55179
"Bowie County, TX",TX,42515,45455,49153,47339,51207
"Brazoria County, TX",TX,71230,74510,80840,74225,83704
"Brazos County, TX",TX,44767,42279,46083,50113,54471
"Brewster County, TX",TX,41785,43055,44617,45670,48581
"Briscoe County, TX",TX,42261,43376,42678,44409,44259
"Brooks County, TX",TX,30124,27703,28106,30116,31410
"Brown County, TX",TX,41981,43770,41538,47097,56040
"Burleson County, TX",TX,50113,48533,47409,53626,61745
"Burnet County, TX",TX,53086,55919,59009,56696,62827
"Caldwell County, TX",TX,46093,49598,51895,52588,55301
"Calhoun County, TX",TX,50873,52916,55240,52085,55909
"Callahan County, TX",TX,44450,45727,45843,50330,50812
"Cameron County, TX",TX,34044,36587,36624,38106,40893
"Camp County, TX",TX,40768,41937,41932,43714,47091
"Carson County, TX",TX,61083,62573,60668,64799,69760
"Cass County, TX",TX,39274,40597,40104,44154,44529
"Castro County, TX",TX,43372,45229,41746,45689,51736
"Chambers County, TX",TX,77282,80279,81018,89513,93351
"Cherokee County, TX",TX,41355,39407,47147,43483,46576
"Childress County, TX",TX,37732,39140,40925,42291,44095
"Clay County, TX",TX,51234,49171,53438,58356,59983
"Cochran County, TX",TX,39398,39900,40796,42873,43742
"Coke County, TX",TX,42498,41529,42314,44804,48435
"Coleman County, TX",TX,35922,42258,35596,39484,44834
"Collin County, TX",TX,86823,90382,95394,96936,96847
"Collingsworth County, TX",TX,38775,37389,39809,39536,40314
"Colorado County, TX",TX,47783,48161,49100,48258,55607
"Comal County, TX",TX,68362,76296,72562,76523,87976
"Comanche County, TX",TX,41155,40052,46161,52251,54122
"Concho County, TX",TX,39945,39622,42723,40987,43321
"Cooke County, TX",TX,54534,59243,57382,52047,61186
"Coryell County, TX",TX,45989,50122,51486,48099,53083
"Cottle County, TX",TX,35602,34605,36201,38304,40449
"Crane County, TX",TX,65883,57408,56356,61987,68626
"Crockett County, TX",TX,53903,46556,44991,49117,54165
"Crosby County, TX",TX,34562,35136,36942,37911,38871
"Culberson County, TX",TX,35192,36663,37825,42164,44462
"Dallam County, TX",TX,47559,48470,47838,50587,55793
"Dallas County, TX",TX,51824,54429,56732,59838,61807
"Dawson County, TX",TX,42589,41073,42127,43726,48165
"Deaf Smith County, TX",TX,45713,43944,42698,44230,46178
"Delta County, TX",TX,42846,41266,41644,44410,51348
"Denton County, TX",TX,75898,80841,86462,88384,90910
"DeWitt County, TX",TX,47365,46915,47657,49208,52544
"Dickens County, TX",TX,39169,38239,38702,39627,41973
"Dimmit County, TX",TX,40040,38275,35696,37177,40315
"Donley County, TX",TX,36862,38777,41867,40945,41093
"Duval County, TX",TX,36986,34777,33495,35156,37100
"Eastland County, TX",TX,41944,37789,39620,44773,46991
"Ector County, TX",TX,62519,53474,54422,60431,65564
"Edwards County, TX",TX,37567,36539,35164,37812,40424
"Ellis County, TX",TX,66811,69448,71512,76792,78341
"El Paso County, TX",TX,43101,42048,44120,43948,48629
"Erath County, TX",TX,45663,43787,48230,47087,53044
"Falls County, TX",TX,37912,38559,35988,37428,41484
"Fannin County, TX",TX,43733,46347,50598,53111,56123
"Fayette County, TX",TX,53173,53776,56320,55776,62195
"Fisher County, TX",TX,43082,46247,47292,45261,51053
"Floyd County, TX",TX,36859,40536,41390,39891,45022
"Foard County, TX",TX,36466,36056,35007,37648,38615
"Fort Bend County, TX",TX,95117,90972,91661,92310,101361
"Franklin County, TX",TX,43569,44202,44358,48222,50630
"Freestone County, TX",TX,48057,45681,47616,49317,52511
"Frio County, TX",TX,38809,39193,37853,41038,40360
"Gaines County, TX",TX,53297,51910,52138,56321,67171
"Galveston County, TX",TX,66173,64155,69674,71959,73214
"Garza County, TX",TX,54606,44210,46587,46490,48975
"Gillespie County, TX",TX,54180,58787,58412,61433,62143
"Glasscock County, TX",TX,74854,71360,78088,83330,93759
"Goliad County, TX",TX,52612,55264,52403,55008,56758
"Gonzales County, TX",TX,43519,45491,45052,49829,48425
"Gray County, TX",TX,49415,47828,46599,49121,52543
"Grayson County, TX",TX,48164,51808,54431,51403,57439
"Gregg County, TX",TX,48561,45594,47208,50610,53137
"Grimes County, TX",TX,44226,50891,48023,49498,51651
"Guadalupe County, TX",TX,64252,67683,66886,73864,78801
"Hale County, TX",TX,41999,40152,43570,42782,49187
"Hall County, TX",TX,32158,30971,32980,32597,35940
"Hamilton County, TX",TX,46181,45718,44230,49210,52505
"Hansford County, TX",TX,55215,57832,55761,57240,58703
"Hardeman County, TX",TX,38154,35521,39022,42469,40057
"Hardin County, TX",TX,56201,60692,58829,60909,62616
"Harris County, TX",TX,56670,56415,58664,60241,61638
"Harrison County, TX",TX,46593,47181,50584,50131,55171
"Hartley County, TX",TX,66231,70121,69000,72451,72796
"Haskell County, TX",TX,36085,34653,35075,40880,38613
"Hays County, TX",TX,61121,64864,66525,68180,72890
"Hemphill County, TX",TX,71177,74856,64338,66849,71299
"Henderson County, TX",TX,44944,43425,44500,43337,49896
"Hidalgo County, TX",TX,35441,35928,36978,38785,41656
"Hill County, TX",TX,44965,47338,47162,48670,53210
"Hockley County, TX",TX,48768,46856,48449,46764,51149
"Hood County, TX",TX,61371,57346,64687,60917,74534
"Hopkins County, TX",TX,43284,46582,44925,52079,50332
"Houston County, TX",TX,37536,34587,37723,39533,43601
"Howard County, TX",TX,47148,51863,46899,50423,61112
"Hudspeth County, TX",TX,33048,35252,39683,42671,39309
"Hunt County, TX",TX,46632,51827,53421,53360,57513
"Hutchinson County, TX",TX,53085,53936,53465,54351,57936
"Irion County, TX",TX,64777,67249,63827,56775,68630
"Jack County, TX",TX,51711,46975,47824,48780,55358
"Jackson County, TX",TX,53667,53143,49350,54088,55800
"Jasper County, TX",TX,46541,44909,43368,47551,47252
"Jeff Davis County, TX",TX,47654,46688,38537,51343,53362
"Jefferson County, TX",TX,47620,46198,47852,48121,55173
"Jim Hogg County, TX",TX,36048,33784,32319,36176,38788
"Jim Wells County, TX",TX,43028,40056,40681,41919,44444
"Johnson County, TX",TX,58685,59809,61813,62635,66538
"Jones County, TX",TX,41871,40931,44132,43903,51094
"Karnes County, TX",TX,47129,47608,48708,48743,54843
"Kaufman County, TX",TX,60438,62363,65942,67434,75009
"Kendall County, TX",TX,79108,83805,89637,90937,94899
"Kenedy County, TX",TX,40082,38718,38031,42153,46132
"Kent County, TX",TX,45338,45123,45330,47625,52591
"Kerr County, TX",TX,47389,50461,49748,53704,57789
"Kimble County, TX",TX,37448,40118,41081,42503,44757
"King County, TX",TX,69588,59142,56346,57925,71256
"Kinney County, TX",TX,40840,40612,42650,43192,47076
"Kleberg County, TX",TX,40066,44106,41257,42605,47169
"Knox County, TX",TX,43238,37586,37749,39726,40808
"Lamar County, TX",TX,39433,41887,47212,45767,47061
"Lamb County, TX",TX,41807,37846,41099,42700,42719
"Lampasas County, TX",TX,50985,52637,55759,55151,58817
"La Salle County, TX",TX,42500,39926,41518,40072,41683
"Lavaca County, TX",TX,49752,48975,51191,51128,52632
"Lee County, TX",TX,54747,51768,54164,55834,59250
"Leon County, TX",TX,47740,44891,43189,47065,50522
"Liberty County, TX",TX,53552,48592,50420,52577,53274
"Limestone County, TX",TX,40655,39382,41434,43226,43644
"Lipscomb County, TX",TX,60955,54180,54091,57332,65388
"Live Oak County, TX",TX,53184,51953,50430,48814,54163
"Llano County, TX",TX,46366,48135,51078,54019,55617
"Loving County, TX",TX,59499,64179,65203,78637,88487
"Lubbock County, TX",TX,47139,48587,47460,50377,54733
"Lynn County, TX",TX,38922,39869,44567,43436,45737
"McCulloch County, TX",TX,39900,40125,40157,42719,43262
"McLennan County, TX",TX,46264,46662,47306,48858,51078
"McMullen County, TX",TX,60709,67249,68133,64633,68349
"Madison County, TX",TX,40857,42429,42058,45445,46274
"Marion County, TX",TX,35152,34919,36936,38011,37876
"Martin County, TX",TX,60815,58760,59907,56484,68745
"Mason County, TX",TX,45340,44818,47213,49560,54914
"Matagorda County, TX",TX,45073,46324,46801,48830,49276
"Maverick County, TX",TX,34687,35654,33507,35594,40017
"Medina County, TX",TX,52831,51304,56173,59304,60695
"Menard County, TX",TX,34308,34839,34033,35881,38425
"Midland County, TX",TX,79829,68729,76307,80189,85811
"Milam County, TX",TX,46433,42302,44855,46720,48989
"Mills County, TX",TX,40958,43540,42463,47068,46876
"Mitchell County, TX",TX,41977,41262,41512,48529,44457
"Montague County, TX",TX,49653,46237,47590,50542,53649
"Montgomery County, TX",TX,72428,72506,77149,77598,88833
"Moore County, TX",TX,49345,52344,51444,53785,55099
"Morris County, TX",TX,37236,38255,39627,41418,43304
"Motley County, TX",TX,40575,37464,36782,41009,40217
"Nacogdoches County, TX",TX,39556,38099,42367,45357,46207
"Navarro County, TX",TX,41047,44111,41944,46259,48649
"Newton County, TX",TX,40345,41388,41736,43367,45890
"Nolan County, TX",TX,40052,40969,42662,42522,46389
"Nueces County, TX",TX,50188,53562,51910,53034,56079
"Ochiltree County, TX",TX,67136,61194,58962,49845,62567
"Oldham County, TX",TX,53797,54212,55451,56590,59404
"Orange County, TX",TX,51156,53611,57257,56556,62976
"Palo Pinto County, TX",TX,42932,43589,45869,46067,50159
"Panola County, TX",TX,50057,47780,48971,51192,56882
"Parker County, TX",TX,67545,67735,74076,73718,82501
"Parmer County, TX",TX,46827,48344,48189,50539,50607
"Pecos County, TX",TX,45839,45414,44352,47008,52763
"Polk County, TX",TX,42746,43014,44596,46017,50416
"Potter County, TX",TX,40353,41563,43778,41912,41138
"Presidio County, TX",TX,33218,32742,29761,37738,33499
"Rains County, TX",TX,46698,47354,43403,47572,65657
"Randall County, TX",TX,62080,65795,63077,69600,70694
"Reagan County, TX",TX,65948,67308,58168,65273,67384
"Real County, TX",TX,34031,36744,36146,39506,40834
"Red River County, TX",TX,36347,36352,35643,42233,41325
"Reeves County, TX",TX,44470,40092,40694,45341,48990
"Refugio County, TX",TX,45562,45366,42898,44821,46883
"Roberts County, TX",TX,71859,75816,67688,67470,70705
"Robertson County, TX",TX,53635,42680,44355,44917,47016
"Rockwall County, TX",TX,92150,97484,98442,102858,105763
"Runnels County, TX",TX,39404,40112,41830,42205,48650
"Rusk County, TX",TX,49347,46421,49872,49788,56036
"Sabine County, TX",TX,36813,38451,37770,40641,43778
"San Augustine County, TX",TX,33156,36426,39133,38826,40094
"San Jacinto County, TX",TX,42371,45794,44707,47028,42633
"San Patricio County, TX",TX,52952,51667,50752,53559,57302
"San Saba County, TX",TX,42559,39995,43112,43827,46061
"Schleicher County, TX",TX,53886,47258,45821,47317,53286
"Scurry County, TX",TX,57385,50316,51772,53059,56299
"Shackelford County, TX",TX,51685,55403,61155,57126,65095
"Shelby County, TX",TX,41519,37410,39745,41961,39708
"Sherman County, TX",TX,54010,55761,49349,57052,55473
"Smith County, TX",TX,49364,52520,54044,56848,59538
"Somervell County, TX",TX,58040,56944,62803,63929,67897
"Starr County, TX",TX,28292,26691,28377,30490,32516
"Stephens County, TX",TX,45410,42831,41977,43115,46658
"Sterling County, TX",TX,62759,60577,55690,59064,66790
"Stonewall County, TX",TX,45928,44225,43702,46915,48267
"Sutton County, TX",TX,60310,54760,57986,54774,63427
"Swisher County, TX",TX,40584,38790,41264,43084,44388
"Tarrant County, TX",TX,60735,61553,65021,66059,70130
"Taylor County, TX",TX,47388,48215,50338,48040,54465
"Terrell County, TX",TX,43815,41114,39033,41413,45677
"Terry County, TX",TX,43357,38910,40899,41268,42953
"Throckmorton County, TX",TX,43225,42876,38162,42701,42746
"Titus County, TX",TX,41538,45324,47097,45604,49924
"Tom Green County, TX",TX,47756,48221,49462,51393,54774
"Travis County, TX",TX,65244,70068,72785,76255,80690
"Trinity County, TX",TX,37213,38973,34741,40486,43788
"Tyler County, TX",TX,40820,43617,43394,44041,48254
"Upshur County, TX",TX,45494,49015,47517,48554,53078
"Upton County, TX",TX,57085,56335,56448,53867,58908
"Uvalde County, TX",TX,37700,36913,39610,39725,44690
"Val Verde County, TX",TX,42465,42104,41441,44276,45034
"Van Zandt County, TX",TX,47252,49751,50308,51152,55554
"Victoria County, TX",TX,55406,53659,52161,51646,57344
"Walker County, TX",TX,41429,42709,42304,43681,47519
"Waller County, TX",TX,50746,56407,55224,59807,61822
"Ward County, TX",TX,57570,63809,53242,53621,61396
"Washington County, TX",TX,51879,53157,51276,54332,59039
"Webb County, TX",TX,39237,36718,41979,44919,52576
"Wharton County, TX",TX,45198,46097,46194,48040,49901
"Wheeler County, TX",TX,51114,47476,45356,48018,58544
"Wichita County, TX",TX,45430,45071,44593,47477,51535
"Wilbarger County, TX",TX,43073,40955,40353,44735,42570
"Willacy County, TX",TX,30287,31225,30392,33171,35821
"Williamson County, TX",TX,78531,82370,82131,87817,92661
"Wilson County, TX",TX,68805,66045,70829,71207,76905
"Winkler County, TX",TX,55331,53312,51965,56781,64894
"Wise County, TX",TX,58367,57609,60675,66387,70468
"Wood County, TX",TX,45753,47260,49739,48384,56945
"Yoakum County, TX",TX,59752,57114,58363,61560,62636
"Young County, TX",TX,49079,52133,44909,49301,52643
"Zapata County, TX",TX,35754,34136,32172,33160,36069
"Zavala County, TX",TX,27711,25507,28867,30076,32538
"Beaver County, UT",UT,50492,49843,51187,55940,58309
"Box Elder County, UT",UT,58380,57875,63624,62689,69380
"Cache County, UT",UT,51951,57422,55036,60315,63180
"Carbon County, UT",UT,47894,49743,47627,51394,52110
"Daggett County, UT",UT,57368,54784,55521,58910,63433
"Davis County, UT",UT,72268,77095,80433,84381,87610
"Duchesne County, UT",UT,63149,56408,60569,60767,59437
"Emery County, UT",UT,54086,54569,52877,54213,61893
"Garfield County, UT",UT,45509,47901,50945,51028,54625
"Grand County, UT",UT,44858,55916,48920,50750,53535
"Iron County, UT",UT,45118,45581,48168,51393,58307
"Juab County, UT",UT,55201,57820,60078,65379,66056
"Kane County, UT",UT,47530,48697,49982,52355,55887
"Millard County, UT",UT,52206,55656,56215,58644,59069
"Morgan County, UT",UT,81358,85681,96201,98875,101943
"Piute County, UT",UT,39507,39659,41334,40387,42196
"Rich County, UT",UT,58645,60008,58807,60695,64583
"Salt Lake County, UT",UT,65549,68404,71396,73619,79941
"San Juan County, UT",UT,39305,42747,43962,42982,49438
"Sanpete County, UT",UT,46929,47768,52251,52910,54648
"Sevier County, UT",UT,48711,50909,52668,54339,58983
"Summit County, UT",UT,93235,94540,100879,105374,112482
"Tooele County, UT",UT,67938,64675,72198,73584,80196
"Uintah County, UT",UT,67561,64184,57355,63631,62541
"Utah County, UT",UT,65425,69568,70461,75296,79505
"Wasatch County, UT",UT,75112,73077,83344,85380,92136
"Washington County, UT",UT,54398,54876,55518,57069,64388
"Wayne County, UT",UT,41596,43080,43805,47175,50555
"Weber County, UT",UT,58786,62768,62937,68106,71835
"Addison County, VT",VT,58408,59731,59467,68878,73574
"Bennington County, VT",VT,50506,51989,52770,52510,56948
"Caledonia County, VT",VT,46403,48747,46299,50368,50942
"Chittenden County, VT",VT,67112,67833,65851,74240,76483
"Essex County, VT",VT,41764,40813,40288,43671,45796
"Franklin County, VT",VT,59280,59418,60670,61129,65056
"Grand Isle County, VT",VT,68342,65601,61971,67746,68364
"Lamoille County, VT",VT,54076,56207,56965,60230,60555
"Orange County, VT",VT,54552,54272,56138,62300,59758
"Orleans County, VT",VT,42884,43107,44070,48688,48826
"Rutland County, VT",VT,51164,50569,53492,51723,51903
"Washington County, VT",VT,56333,55803,62203,61808,65879
"Windham County, VT",VT,49298,47074,47827,54441,52068
"Windsor County, VT",VT,53984,58123,58403,57438,61843
"Accomack County, VA",VA,38690,39040,44038,42879,47335
"Albemarle County, VA",VA,71293,73132,77591,80392,86332
"Alleghany County, VA",VA,45210,47037,49655,46538,53341
"Amelia County, VA",VA,53078,56172,54979,57280,60096
"Amherst County, VA",VA,48646,46497,48980,50580,56218
"Appomattox County, VA",VA,49461,51431,50148,51131,54609
"Arlington County, VA",VA,104354,108635,114705,120950,118986
"Augusta County, VA",VA,56867,56784,58368,60556,63621
"Bath County, VA",VA,44401,47059,48753,50564,54385
"Bedford County, VA",VA,54153,55708,65172,61186,66591
"Bland County, VA",VA,44727,44827,45564,47681,49023
"Botetourt County, VA",VA,62591,68390,70388,71874,74178
"Brunswick County, VA",VA,39748,39433,42569,41803,43835
"Buchanan County, VA",VA,32433,31763,32993,32144,36881
"Buckingham County, VA",VA,43774,42455,41763,45889,47202
"Campbell County, VA",VA,46938,49935,50849,51525,48984
"Caroline County, VA",VA,54696,55423,62207,67335,64647
"Carroll County, VA",VA,42790,40390,42262,41517,45698
"Charles City County, VA",VA,51645,56907,54504,56872,56465
"Charlotte County, VA",VA,37819,38557,40864,41382,43001
"Chesterfield County, VA",VA,75107,76260,80573,80734,81641
"Clarke County, VA",VA,71789,76753,76359,84021,85567
"Craig County, VA",VA,47832,48221,50210,50858,53319
"Culpeper County, VA",VA,63728,67023,69318,72111,79739
"Cumberland County, VA",VA,40958,42692,44699,46300,52005
"Dickenson County, VA",VA,32620,32795,33383,35047,37161
"Dinwiddie County, VA",VA,52694,54805,57284,57257,58474
"Essex County, VA",VA,47427,50033,50112,50785,53538
"Fairfax County, VA",VA,112844,115518,117989,122035,127898
"Fauquier County, VA",VA,89610,91372,96835,93462,103827
"Floyd County, VA",VA,48448,42670,48341,48315,52277
"Fluvanna County, VA",VA,65899,70005,71863,73463,75089
"Franklin County, VA",VA,49117,52424,51031,53522,61878
"Frederick County, VA",VA,69991,69346,72139,77684,83672
"Giles County, VA",VA,46727,51780,52808,50591,53111
"Gloucester County, VA",VA,63742,64296,63902,70938,71715
"Goochland County, VA",VA,86257,88815,100686,89331,100444
"Grayson County, VA",VA,37684,36113,37247,37550,41312
"Greene County, VA",VA,60406,66170,65394,67498,73345
"Greensville County, VA",VA,40252,41539,47097,43533,47315
"Halifax County, VA",VA,40432,39859,42552,43096,42619
"Hanover County, VA",VA,81900,83405,89723,91028,90824
"Henrico County, VA",VA,65524,66524,67434,68581,68975
"Henry County, VA",VA,36695,36703,41206,36471,41908
"Highland County, VA",VA,42363,42837,43939,45089,45917
"Isle of Wight County, VA",VA,67480,70982,70842,72993,78749
"James City County, VA",VA,77668,84035,88149,86541,92773
"King and Queen County, VA",VA,47513,52115,51055,51124,54185
"King George County, VA",VA,81128,80664,86878,86619,85657
"King William County, VA",VA,64651,68053,69806,68724,73035
"Lancaster County, VA",VA,47098,44941,50793,52814,55072
"Lee County, VA",VA,32135,32466,32152,34796,35878
"Loudoun County, VA",VA,125900,134609,136191,140382,151806
"Louisa County, VA",VA,57015,52671,60641,63714,64135
"Lunenburg County, VA",VA,38941,38313,36591,41421,44860
"Madison County, VA",VA,53655,56774,58680,60450,66397
"Mathews County, VA",VA,56119,59439,59296,61764,69112
"Mecklenburg County, VA",VA,33650,45827,42275,44832,43128
"Middlesex County, VA",VA,52407,49840,51534,54871,58834
"Montgomery County, VA",VA,51157,51428,54297,52538,58740
"Nelson County, VA",VA,49621,54188,53965,56690,55804
"New Kent County, VA",VA,79322,84486,89682,90858,102619
"Northampton County, VA",VA,37515,39348,41160,43157,45235
"Northumberland County, VA",VA,52075,52957,53381,55418,60385
"Nottoway County, VA",VA,39544,40514,40911,46368,45913
"Orange County, VA",VA,59482,64656,62707,63681,71691
"Page County, VA",VA,43313,45834,45691,49073,52877
"Patrick County, VA",VA,37360,38539,40421,42862,43568
"Pittsylvania County, VA",VA,42390,46192,47411,44710,51682
"Powhatan County, VA",VA,77761,78047,87756,88475,94293
"Prince Edward County, VA",VA,41088,41072,43761,48450,44586
"Prince George County, VA",VA,63320,66775,68884,68133,74518
"Prince William County, VA",VA,99206,97549,100431,106200,106208
"Pulaski County, VA",VA,48218,49554,48743,50834,54086
"Rappahannock County, VA",VA,62729,65278,68166,71035,79086
"Richmond County, VA",VA,43888,45403,48355,49399,49758
"Roanoke County, VA",VA,63372,62306,65171,68734,71742
"Rockbridge County, VA",VA,47561,50570,53606,53413,58501
"Rockingham County, VA",VA,52953,57655,59492,61375,67242
"Russell County, VA",VA,38386,39003,39219,38966,40345
"Scott County, VA",VA,37567,38612,39640,40161,41288
"Shenandoah County, VA",VA,54281,53810,56733,55283,59087
"Smyth County, VA",VA,38933,40140,42008,40972,41964
"Southampton County, VA",VA,48119,49595,49512,52741,62327
"Spotsylvania County, VA",VA,76181,81065,85743,86695,90262
"Stafford County, VA",VA,95666,97607,111184,108421,109090
"Surry County, VA",VA,51331,51810,49064,54663,59069
"Sussex County, VA",VA,39900,41790,41594,43031,45134
"Tazewell County, VA",VA,40476,38992,38855,42074,43619
"Warren County, VA",VA,58047,65434,63785,65635,69878
"Washington County, VA",VA,45864,44785,49866,45510,52387
"Westmoreland County, VA",VA,47581,48983,50046,51414,54885
"Wise County, VA",VA,36076,33810,37460,38045,42372
"Wythe County, VA",VA,42883,47676,46795,46345,48543
"York County, VA",VA,83007,87910,85292,86317,91535
"Alexandria city, VA",VA,89177,87822,99959,99425,102589
"Bristol city, VA",VA,38745,33659,38232,36903,37678
"Buena Vista city, VA",VA,38962,38991,42924,43390,44752
"Charlottesville city, VA",VA,54876,47977,54034,56997,58717
"Chesapeake city, VA",VA,67296,71998,75529,78846,77361
"Colonial Heights city, VA",VA,45283,52673,53769,56800,57688
"Covington city, VA",VA,35374,37904,38000,40504,41842
"Danville city, VA",VA,32369,35220,33626,36015,36073
"Emporia city, VA",VA,33904,33499,35770,36908,38631
"Fairfax city, VA",VA,99671,94701,99662,105532,106430
"Falls Church city, VA",VA,122092,118035,123923,137551,137849
"Franklin city, VA",VA,36004,40247,37117,37327,45433
"Fredericksburg city, VA",VA,50710,53714,56580,58448,62121
"Galax city, VA",VA,32829,35221,33391,36571,37229
"Hampton city, VA",VA,50191,50294,52894,54763,55816
"Harrisonburg city, VA",VA,39967,41636,44688,42640,48189
"Hopewell city, VA",VA,37193,40126,40209,42568,38293
"Lexington city, VA",VA,44392,45331,47749,48726,54204
"Lynchburg city, VA",VA,39939,41586,44122,43200,50612
"Manassas city, VA",VA,72562,72396,75621,79141,84405
"Manassas Park city, VA",VA,75429,75994,80482,77032,83145
"Martinsville city, VA",VA,32541,34262,34463,33892,37814
"Newport News city, VA",VA,48127,50149,49635,50283,53022
"Norfolk city, VA",VA,45094,45809,48218,48519,52437
"Norton city, VA",VA,31287,30587,33442,34442,38062
"Petersburg city, VA",VA,31645,34238,36038,37049,40240
"Poquoson city, VA",VA,86135,90119,99089,96057,98217
"Portsmouth city, VA",VA,46308,46617,48532,47343,50411
"Radford city, VA",VA,35259,35655,40941,39254,41530
"Richmond city, VA",VA,40161,42336,46073,48747,50949
"Roanoke city, VA",VA,39587,38238,43135,42715,45534
"Salem city, VA",VA,47600,57897,54989,57274,54888
"Staunton city, VA",VA,43401,46237,51551,47319,54296
"Suffolk city, VA",VA,61171,65025,68961,69753,77847
"Virginia Beach city, VA",VA,67032,70596,72126,76520,78491
"Waynesboro city, VA",VA,43500,41255,44008,47117,44619
"Williamsburg city, VA",VA,47971,49231,53737,52845,56569
"Winchester city, VA",VA,47679,46093,49588,51456,60254
"Adams County, WA",WA,48127,48698,48056,52012,53535
"Asotin County, WA",WA,46573,46121,50777,49776,54776
"Benton County, WA",WA,62698,63474,64717,69212,72847
"Chelan County, WA",WA,53604,51930,57284,57243,59838
"Clallam County, WA",WA,46708,49502,49070,57183,57571
